term	term_id	variable	odds_ratio	overlap	p.value	adj.p.value	log10pvalue	genes
Toll Like Receptor 4 (TLR4) Cascade R-HSA-166016	R-HSA-166016	Fibrosis	6.20381724929392	9/145	3.54296747851845e-05	0.000962566039163388	3.01656946497751	IRF3;NFKB1;JUN;FOS;CREB1;TP53;ATF2;NFKB2;RELA
Toll Like Receptor 5 (TLR5) Cascade R-HSA-168176	R-HSA-168176	Fibrosis	8.48407188217947	8/96	1.16275521129014e-05	0.000434641173347047	3.36186913556163	NFKB1;JUN;FOS;CREB1;TP53;ATF2;NFKB2;RELA
Toll Like Receptor 7/8 (TLR7/8) Cascade R-HSA-168181	R-HSA-168181	Fibrosis	7.8560138382945	8/103	1.95287336434826e-05	0.000617014989164319	3.20970428550925	NFKB1;JUN;FOS;CREB1;TP53;ATF2;NFKB2;RELA
Toll Like Receptor 9 (TLR9) Cascade R-HSA-168138	R-HSA-168138	Fibrosis	7.6137987385697	8/106	2.40858274452205e-05	0.000743299837669944	3.12883596204308	NFKB1;JUN;FOS;CREB1;TP53;ATF2;NFKB2;RELA
Toll Like Receptor TLR1:TLR2 Cascade R-HSA-168179	R-HSA-168179	Fibrosis	6.96631541639669	8/115	4.34312032661232e-05	0.00113006287714011	2.94689739152961	NFKB1;JUN;FOS;CREB1;TP53;ATF2;NFKB2;RELA
Toll Like Receptor TLR6:TLR2 Cascade R-HSA-168188	R-HSA-168188	Fibrosis	7.17162823277259	8/112	3.59058168339018e-05	0.000962566039163388	3.01656946497751	NFKB1;JUN;FOS;CREB1;TP53;ATF2;NFKB2;RELA
Toll-like Receptor Cascades R-HSA-168898	R-HSA-168898	Fibrosis	5.32988032104233	9/167	0.000106310294317896	0.00239108068745505	2.62140576829024	IRF3;NFKB1;JUN;FOS;CREB1;TP53;ATF2;NFKB2;RELA
Transcription of E2F targets under negative control by DREAM complex R-HSA-1362277	R-HSA-1362277	Fibrosis	24.2257855238642	4/19	5.13085079642476e-05	0.00126085907534364	2.89933345127051	TFDP1;E2F1;MYC;MAX
Transcription of E2F targets under negative control by p107 (RBL1) and p130 (RBL2) in complex with HDAC1 R-HSA-1362300	R-HSA-1362300	Fibrosis	20.7861610133	3/16	0.000693205079414426	0.010886191010449	1.96312404976759	TFDP1;MYBL2;E2F1
Transcriptional Regulation by E2F6 R-HSA-8953750	R-HSA-8953750	Fibrosis	15.772136489858	5/34	3.51266499501208e-05	0.000962566039163388	3.01656946497751	SUZ12;TFDP1;E2F1;BRCA1;MAX
Transcriptional Regulation by TP53 R-HSA-3700989	R-HSA-3700989	Fibrosis	4.51034218383032	16/363	2.83973895382266e-06	0.000134583342561524	3.87100868960154	BCL6;EP300;FOS;TP53;E2F1;PML;TP73;CDKN1B;JUN;ATF2;BRCA1;NELFE;TFDP1;TAF7;TP63;TAF1
Transcriptional Regulation by VENTX R-HSA-8853884	R-HSA-8853884	Fibrosis	15.8040783239476	6/41	5.75661085184691e-06	0.000242508653980979	3.61527275887976	CTNNB1;TCF7L2;NFKB1;RELA;CEBPB;TP53
Transcriptional activation of mitochondrial biogenesis R-HSA-2151201	R-HSA-2151201	Fibrosis	9.13311029224491	5/55	0.000363900096055468	0.00657000581585858	2.18243424599666	NRF1;ATF2;PPARA;GABPA;CREB1
Transcriptional activity of SMAD2/SMAD3:SMAD4 heterotrimer R-HSA-2173793	R-HSA-2173793	Fibrosis	23.2439603266382	10/51	1.90079824330018e-10	3.60337038408477e-08	7.4432910952194	TFDP1;SMAD2;SMAD4;SMAD7;EP300;STAT1;MYC;JUNB;SP1;SMAD3
Transcriptional regulation by RUNX1 R-HSA-8878171	R-HSA-8878171	Fibrosis	7.71627731485422	17/237	1.0953241266289e-09	1.38428106289195e-07	6.85877572225619	ELF2;ELF1;TP73;SIN3A;EP300;PAX5;SPI1;TCF3;MYB;GATA2;RUNX1;RUNX2;ESR1;GATA1;NFATC2;NR4A3;PML
Transcriptional regulation by RUNX2 R-HSA-8878166	R-HSA-8878166	Fibrosis	8.69434255000555	10/119	8.33125520768516e-07	4.85148482046938e-05	4.31412532312005	AR;STAT1;RB1;SMAD4;GLI2;SP7;NR3C1;RUNX1;RUNX2;ESR1
Transcriptional regulation by RUNX3 R-HSA-8878159	R-HSA-8878159	Fibrosis	9.73978038985249	9/96	1.20116319309981e-06	6.46982190227099e-05	4.18910767418841	EP300;SMAD3;KAT2A;SMAD4;CTNNB1;MYC;TCF7L2;RUNX1;TP53
Transcriptional regulation by the AP-2 (TFAP2) family of transcription factors R-HSA-8864260	R-HSA-8864260	Fibrosis	17.2874109170911	6/38	3.6329587085012e-06	0.000162870663330953	3.78815713484965	MYBL2;TFAP2D;EP300;YY1;MYC;ESR1
Transcriptional regulation of granulopoiesis R-HSA-9616222	R-HSA-9616222	Fibrosis	23.8881235200086	17/89	8.95215044414988e-17	3.9598345464623e-14	13.4023229597966	EP300;TFDP1;STAT3;SPI1;MYC;KLF5;MYB;CEBPB;GATA2;RUNX1;CREB1;RARA;FLI1;GFI1;E2F1;PML;CEBPA
Transcriptional regulation of pluripotent stem cells R-HSA-452723	R-HSA-452723	Fibrosis	13.4396440921685	4/31	0.000375341376473157	0.00659705968979973	2.18064958643139	SMAD2;SMAD4;KLF4;STAT3
Transcriptional regulation of white adipocyte differentiation R-HSA-381340	R-HSA-381340	Fibrosis	12.8450389898905	10/84	3.00805306242093e-08	2.7528871819535e-06	5.56021158637602	NFKB1;EP300;KLF4;CEBPD;KLF5;CEBPB;PPARA;PPARG;CEBPA;RELA
Ub-specific processing proteases R-HSA-5689880	R-HSA-5689880	Fibrosis	3.95299074538737	9/221	0.000842427698848296	0.012703426776951	1.89607911136091	AR;HIF1A;SMAD3;KAT2A;SMAD4;SMAD7;MYC;TP53;SMAD2
Viral Infection Pathways R-HSA-9824446	R-HSA-9824446	Fibrosis	2.50177039431437	22/888	0.000325755530084744	0.00600385539475632	2.22156977645803	EP300;STAT1;RB1;HMGA1;CEBPD;STAT2;RUNX1;CREB1;TRIM28;PML;NFKB1;SMAD3;SMAD4;IRF3;SP1;NR3C1;NELFE;NFE2L2;SUZ12;TAF7;RELA;TAF1
ZBP1(DAI) mediated induction of type I IFNs R-HSA-1606322	R-HSA-1606322	Fibrosis	21.3552173083274	4/21	7.78616520766257e-05	0.00179691151835969	2.74547330743984	IRF3;NFKB1;NFKB2;RELA
Developmental Biology R-HSA-1266738	R-HSA-1266738	Steatosis	6.08666324271142	14/1422	5.11845612784637e-06	0.00169804782041303	2.77005008332112	MYOD1;TCF4;TCF3;GATA6;TEAD4;TFAP2A;WT1;MEF2A;YY1;TP63;MYB;FOXC1;SUZ12;SNAI1
ESR-mediated signaling R-HSA-8939211	R-HSA-8939211	Steatosis	15.6935501128485	7/220	1.39248343805358e-06	0.00073913020891884	3.13127904735122	JUND;MYB;SP1;YY1;POU2F1;ATF2;TBP
Estrogen-dependent gene expression R-HSA-9018519	R-HSA-9018519	Steatosis	23.6852647020769	7/149	9.87852599946784e-08	0.000262176080025876	3.58140693425787	JUND;MYB;SP1;YY1;POU2F1;ATF2;TBP
Gastrulation R-HSA-9758941	R-HSA-9758941	Steatosis	22.499529654142	6/129	9.6579386091816e-07	0.000640804226719199	3.19327463232524	TEAD4;MYB;FOXC1;GATA6;SNAI1;TFAP2A
Gene expression (Transcription) R-HSA-74160	R-HSA-74160	Steatosis	6.25544096461031	15/1559	2.53111753761346e-06	0.00111959765747102	2.95093801887725	POU2F2;TCF3;SP1;TBP;TEAD4;POU2F1;ATF2;AR;BRCA1;TFAP2A;UBTF;YY1;TP63;MYB;SUZ12
Generic Transcription Pathway R-HSA-212436	R-HSA-212436	Steatosis	5.31756259265323	12/1260	4.70546730869319e-05	0.0104069251977264	1.98267756702292	TCF3;SP1;TBP;TEAD4;ATF2;AR;BRCA1;TFAP2A;YY1;TP63;MYB;SUZ12
Myogenesis R-HSA-525793	R-HSA-525793	Steatosis	68.5719905109814	4/29	9.36562550919016e-07	0.000640804226719199	3.19327463232524	MYOD1;TCF4;MEF2A;TCF3
NGF-stimulated transcription R-HSA-9031628	R-HSA-9031628	Steatosis	34.3657029442386	3/39	0.000147158265752615	0.024409877331715	1.61243440306102	ATF2;JUND;EGR1
Nuclear Events (kinase and transcription factor activation) R-HSA-198725	R-HSA-198725	Steatosis	30.0300493557316	4/61	1.93930878942819e-05	0.00514692552714242	2.28845211567932	ATF2;JUND;MEF2A;EGR1
PTEN Regulation R-HSA-6807070	R-HSA-6807070	Steatosis	16.5060678427305	5/139	2.99655701817785e-05	0.00722987484204001	2.14086922080808	EGR1;SNAI2;SUZ12;ATF2;SNAI1
RNA Polymerase II Transcription R-HSA-73857	R-HSA-73857	Steatosis	6.2485043662343	14/1390	3.89770987627864e-06	0.00147778885880622	2.8303876119532	POU2F2;TCF3;SP1;TBP;TEAD4;POU2F1;ATF2;AR;BRCA1;TFAP2A;YY1;TP63;MYB;SUZ12
RNA polymerase II transcribes snRNA genes R-HSA-6807505	R-HSA-6807505	Steatosis	22.1954444016874	4/81	5.95780617755266e-05	0.0121630904578652	1.9149560633634	SP1;POU2F1;POU2F2;TBP
Regulation of CDH11 gene transcription R-HSA-9762293	R-HSA-9762293	Steatosis	99.4385453460492	2/10	0.00030608972566568	0.0451312295509286	1.34552283444109	SNAI1;SP1
Regulation of PTEN gene transcription R-HSA-8943724	R-HSA-8943724	Steatosis	39.6756421024275	5/61	5.12627711228978e-07	0.000640804226719199	3.19327463232524	SUZ12;ATF2;EGR1;SNAI1;SNAI2
SUMO E3 ligases SUMOylate target proteins R-HSA-3108232	R-HSA-3108232	Steatosis	12.3833547548071	5/183	0.000111138382171162	0.0210686618773046	1.67636304663002	AR;SP3;SUZ12;BRCA1;TFAP2A
SUMOylation R-HSA-2990846	R-HSA-2990846	Steatosis	11.9677660286233	5/189	0.000129368030074004	0.0228895167877604	1.64036337546108	AR;SP3;SUZ12;BRCA1;TFAP2A
Signal Transduction R-HSA-162582	R-HSA-162582	Steatosis	3.80251713391849	16/2605	0.000325877450688764	0.0455199344277884	1.34179837222085	TCF4;JUND;SP1;TBP;POU2F1;ATF2;AR;EGR1;IKZF1;SNAI2;MEF2A;YY1;MYB;MYCN;SUZ12;SNAI1
Signaling by NTRK1 (TRKA) R-HSA-187037	R-HSA-187037	Steatosis	15.3615313199354	4/115	0.000232450567624612	0.0362896356750424	1.44021739181909	JUND;EGR1;ATF2;MEF2A
Signaling by Nuclear Receptors R-HSA-9006931	R-HSA-9006931	Steatosis	11.4876325734594	7/296	9.92556951943194e-06	0.00292694016717471	2.53358615536992	JUND;MYB;SP1;YY1;POU2F1;ATF2;TBP
ATF4 activates genes in response to endoplasmic reticulum  stress R-HSA-380994	R-HSA-380994	Ballooning	14.1496067623861	4/27	0.000324405062487879	0.00602077647442539	2.22034749598262	NFYA;NFYB;ATF3;CEBPB
Aberrant regulation of mitotic G1/S transition in cancer due to RB1 defects R-HSA-9659787	R-HSA-9659787	Ballooning	25.0458833501254	4/17	4.84630113302989e-05	0.00120206385112723	2.92007246290256	TFDP1;E2F1;CDKN1B;RB1
Aberrant regulation of mitotic cell cycle due to RB1 defects R-HSA-9687139	R-HSA-9687139	Ballooning	10.1636596603622	4/36	0.000998323177107754	0.0149692074126778	1.82480119400652	TFDP1;E2F1;CDKN1B;RB1
Activation of BH3-only proteins R-HSA-114452	R-HSA-114452	Ballooning	16.3826187012812	5/30	3.10175929120695e-05	0.000807065603810122	3.09309116141831	TFDP1;TP73;E2F1;TP63;TP53
Activation of HOX genes during differentiation R-HSA-5619507	R-HSA-5619507	Ballooning	5.02321460957548	7/122	0.000816884818448209	0.0126784345506523	1.89693436695778	HOXD3;EP300;CTCF;SUZ12;JUN;YY1;RARA
Activation of NOXA and translocation to mitochondria R-HSA-111448	R-HSA-111448	Ballooning	120.796773585012	3/5	1.85968101363722e-05	0.000519536148441388	3.28438422958427	TFDP1;E2F1;TP53
Activation of PUMA and translocation to mitochondria R-HSA-139915	R-HSA-139915	Ballooning	102.258190065168	5/9	3.38601065321388e-08	2.99549075787655e-06	5.52353201602001	TFDP1;TP73;E2F1;TP53;TP63
Activation of anterior HOX genes in hindbrain development during early embryogenesis R-HSA-5617472	R-HSA-5617472	Ballooning	5.02321460957548	7/122	0.000816884818448209	0.0126784345506523	1.89693436695778	HOXD3;EP300;CTCF;SUZ12;JUN;YY1;RARA
Activation of gene expression by SREBF (SREBP) R-HSA-2426168	R-HSA-2426168	Ballooning	11.0593676438276	5/42	0.000164218846312631	0.0033544448154842	2.47437934837831	SREBF2;NFYA;PPARA;NFYB;SP1
Activation of the AP-1 family of transcription factors R-HSA-450341	R-HSA-450341	Ballooning	34.6182255212072	3/10	0.000213160921385532	0.00412940938216936	2.38411205982236	FOS;JUN;ATF2
Activation of the TFAP2 (AP-2) family of transcription factors R-HSA-8866907	R-HSA-8866907	Ballooning	26.924834187857	3/12	0.000383706949897955	0.00692760710904199	2.15941675078481	EP300;TFAP2A;TFAP2D
Adipogenesis R-HSA-9843745	R-HSA-9843745	Ballooning	10.512437792637	12/110	1.08152466650185e-08	1.03158781440301e-06	5.98649379659302	NFKB1;EP300;SMAD4;KLF4;CEBPD;KLF5;CEBPB;SREBF2;PPARA;PPARG;RELA;CEBPA
Apoptosis R-HSA-109581	R-HSA-109581	Ballooning	3.87082904284557	8/179	0.00177753227939757	0.0232392643818776	1.63377762326741	TP73;TFDP1;STAT3;CTNNB1;SATB1;TP63;TP53;E2F1
Binding of TCF/LEF:CTNNB1 to target gene promoters R-HSA-4411364	R-HSA-4411364	Ballooning	48.4109238746268	3/8	0.000101314732360092	0.00220401065314495	2.65678631064108	CTNNB1;MYC;TCF7L2
C-type lectin receptors (CLRs) R-HSA-5621481	R-HSA-5621481	Ballooning	4.33676535099793	7/140	0.00182036840524414	0.0234708444330395	1.62947128509198	RELB;NFATC1;EP300;NFKB1;NFATC2;NFKB2;RELA
CD209 (DC-SIGN) signaling R-HSA-5621575	R-HSA-5621575	Ballooning	19.1369145063417	4/21	0.000117238581961693	0.00248920957221067	2.60393853761273	RELB;NFKB1;EP300;RELA
CLEC7A (Dectin-1) signaling R-HSA-5607764	R-HSA-5607764	Ballooning	5.23864423183461	6/100	0.00153581440136688	0.0204826704584306	1.68861342221993	RELB;NFATC1;NFKB1;NFATC2;NFKB2;RELA
CLEC7A/inflammasome pathway R-HSA-5660668	R-HSA-5660668	Ballooning	40.0925156982212	2/6	0.00223800508545024	0.0273717303999306	1.56269774627324	RELA;NFKB1
Cardiogenesis R-HSA-9733709	R-HSA-9733709	Ballooning	23.575809476541	6/27	8.02469085805722e-07	3.61171489942689e-05	4.44228653922578	SMAD4;CTNNB1;SRF;NKX2-5;MEF2C;KAT2A
Cell recruitment (pro-inflammatory response) R-HSA-9664424	R-HSA-9664424	Ballooning	10.53333488639	3/26	0.00399169408715788	0.0445124206189791	1.35151878781407	NFKB1;NFKB2;RELA
Cellular Senescence R-HSA-2559583	R-HSA-2559583	Ballooning	7.77686318573899	16/197	2.75707885129027e-09	3.32603966878381e-07	6.47807257537171	NFKB1;RB1;TFDP1;HMGA1;STAT3;CDKN1B;SP1;CEBPB;SUZ12;JUN;FOS;TP53;E2F1;ETS1;RELA;ETS2
Cellular response to chemical stress R-HSA-9711123	R-HSA-9711123	Ballooning	4.57401155324067	11/214	7.31959379625014e-05	0.00168923495089112	2.77230994144194	SIN3A;NFKB1;EP300;STAT3;MYC;MAFK;SP1;PPARA;NFE2L2;BRCA1;RELA
Cellular responses to stimuli R-HSA-8953897	R-HSA-8953897	Ballooning	4.13818232455712	34/832	3.84434536383425e-10	5.83500123481745e-08	7.23395904771212	SIN3A;PGR;EP300;MEF2C;RB1;HMGA1;CEBPB;FOS;MEF2D;CREB1;TP53;NFYA;E2F1;ETS1;NFKB1;HIF1A;NFYB;STAT3;CDKN1B;JUN;ATF2;BRCA1;AR;MYC;ATF3;SP1;NR3C1;NFE2L2;TFDP1;MAFK;SUZ12;PPARA;RELA;ETS2
Cellular responses to stress R-HSA-2262752	R-HSA-2262752	Ballooning	4.217713254915	34/818	2.44837553465334e-10	4.06124291810623e-08	7.39134103295815	SIN3A;PGR;EP300;MEF2C;RB1;HMGA1;CEBPB;FOS;MEF2D;CREB1;TP53;NFYA;E2F1;ETS1;NFKB1;HIF1A;NFYB;STAT3;CDKN1B;JUN;ATF2;BRCA1;AR;MYC;ATF3;SP1;NR3C1;NFE2L2;TFDP1;MAFK;SUZ12;PPARA;RELA;ETS2
Circadian Clock R-HSA-400253	R-HSA-400253	Ballooning	10.7764645913436	8/70	2.34244368763839e-06	8.18005993025301e-05	4.08724351450926	ATF2;NR3C1;PPARA;EP300;HIF1A;MEF2C;MEF2D;CREB1
Constitutive Signaling by AKT1 E17K in Cancer R-HSA-5674400	R-HSA-5674400	Ballooning	10.53333488639	3/26	0.00399169408715788	0.0445124206189791	1.35151878781407	FOXO1;CDKN1B;CREB1
Cyclin A:Cdk2-associated events at S phase entry R-HSA-69656	R-HSA-69656	Ballooning	6.24099928747138	6/85	0.000656036795031364	0.0105522524485651	1.9766548274212	RB1;TFDP1;CDKN1B;MYC;MAX;E2F1
Cyclin D associated events in G1 R-HSA-69231	R-HSA-69231	Ballooning	7.5561004682867	4/47	0.00271977025218972	0.032368924884805	1.48987172519893	TFDP1;E2F1;CDKN1B;RB1
Cyclin E associated events during G1/S transition  R-HSA-69202	R-HSA-69202	Ballooning	6.40417919466885	6/83	0.000577793276189585	0.00982989330132794	2.00745119619594	RB1;TFDP1;CDKN1B;MYC;MAX;E2F1
Cytokine Signaling in Immune system R-HSA-1280215	R-HSA-1280215	Ballooning	4.93964424958876	37/789	8.68292152120296e-13	2.56049707969696e-10	9.59167571515168	BCL6;STAT1;MEF2C;FOXO1;ZEB1;SMAD7;EGR1;CEBPD;ILF3;STAT2;FOS;CREB1;TP53;PML;NFKB1;HIF1A;SMAD3;STAT6;STAT3;CDKN1B;IRF8;CIITA;JUN;ATF2;JUNB;STAT5A;RELB;IRF3;IRF4;IRF1;MYC;MEF2A;NFKB2;IRF5;ILF2;IRF2;RELA
Cytoprotection by HMOX1 R-HSA-9707564	R-HSA-9707564	Ballooning	6.92360007403248	5/64	0.00118231311057043	0.0170535814970322	1.76818439901425	PPARA;SIN3A;STAT3;NFE2L2;MAFK
Cytosolic sensors of pathogen-associated DNA  R-HSA-1834949	R-HSA-1834949	Ballooning	10.187806439655	7/64	1.3788906731785e-05	0.000411446800788786	3.38568631019039	STAT6;CTNNB1;IRF3;NFKB1;EP300;NFKB2;RELA
DDX58/IFIH1-mediated induction of interferon-alpha/beta R-HSA-168928	R-HSA-168928	Ballooning	5.29777608092427	5/82	0.00354003978972583	0.0404146299638499	1.39346139324533	IRF3;NFKB1;EP300;NFKB2;RELA
DEx/H-box helicases activate type I IFN and inflammatory cytokines production  R-HSA-3134963	R-HSA-3134963	Ballooning	60.6377097293977	3/7	6.39050306693483e-05	0.00150091992386239	2.82364247734525	RELA;NFKB1;NFKB2
Defective binding of RB1 mutants to E2F1,(E2F2, E2F3) R-HSA-9661069	R-HSA-9661069	Ballooning	25.0458833501254	4/17	4.84630113302989e-05	0.00120206385112723	2.92007246290256	TFDP1;E2F1;CDKN1B;RB1
Deubiquitination R-HSA-5688426	R-HSA-5688426	Ballooning	3.86787420779429	13/299	9.00216916111805e-05	0.00204203050885533	2.68993777364552	AR;EP300;HIF1A;SMAD3;KAT2A;SMAD4;SMAD7;MYC;YY1;ESR1;TP53;SMAD2;BRCA1
Developmental Biology R-HSA-1266738	R-HSA-1266738	Ballooning	4.74726213935406	56/1422	2.49205839412066e-16	1.10232049633271e-13	12.9576921173243	EP300;MEF2C;CEBPD;CEBPB;MYOD1;TCF4;RUNX1;CREB1;PML;HOXD3;SMAD4;TCF3;JUN;MYF6;MITF;MYC;KLF5;SRF;TFDP1;NKX2-5;RELA;TEAD4;FOXO1;MEF2D;FLI1;GATA2;PPARA;GFI1;HNF4A;NFKB1;STAT3;TCF7L2;MYOG;RARA;TFAP2A;SREBF2;WT1;PPARG;MEF2A;KAT2A;CTNNB1;YY1;TP63;MYF5;SIN3A;KLF4;MYB;TP53;E2F1;SMAD3;SPI1;CTCF;CEBPA;SUZ12;SMAD2;SNAI1
Disease R-HSA-1643685	R-HSA-1643685	Ballooning	2.30966199038454	44/1881	1.24182253561594e-05	0.000378827242474104	3.421558797275	EP300;STAT1;HMGA1;CEBPD;CEBPB;STAT2;RUNX1;CREB1;PML;SMAD4;JUN;IRF4;MYC;SP1;NFE2L2;NFKB2;TFDP1;RELA;RB1;FOXO1;TRIM28;ENO1;NR3C1;NELFE;NFKB1;STAT3;CDKN1B;TCF7L2;BRCA1;JUNB;IRF3;KAT2A;CTNNB1;SIN3A;TP53;E2F1;SMAD3;STAT5A;FOXM1;ESR1;SUZ12;TAF7;SMAD2;TAF1
Diseases of mitotic cell cycle R-HSA-9675126	R-HSA-9675126	Ballooning	9.56213007142748	4/38	0.00122716985628001	0.0176049124246873	1.75436613097833	TFDP1;E2F1;CDKN1B;RB1
Diseases of signal transduction by growth factor receptors and second messengers R-HSA-5663202	R-HSA-5663202	Ballooning	4.54587799120435	22/459	4.95177940739254e-08	3.98243107491509e-06	5.39985173192183	EP300;STAT1;RB1;FOXO1;CEBPB;CREB1;TP53;SMAD3;SMAD4;STAT3;CDKN1B;JUN;TCF7L2;JUNB;STAT5A;FOXM1;IRF4;MYC;ESR1;KAT2A;CTNNB1;SMAD2
Downregulation of SMAD2/3:SMAD4 transcriptional activity R-HSA-2173795	R-HSA-2173795	Ballooning	15.7525793863123	5/31	3.6614080837806e-05	0.000943434665471234	3.0252881701231	SMAD2;SMAD4;SMAD7;STAT1;SMAD3
Downregulation of TGF-beta receptor signaling R-HSA-2173788	R-HSA-2173788	Ballooning	10.53333488639	3/26	0.00399169408715788	0.0445124206189791	1.35151878781407	SMAD2;SMAD7;SMAD3
Downstream signal transduction R-HSA-186763	R-HSA-186763	Ballooning	13.011920057782	4/29	0.000430631521197565	0.00767044333730428	2.11517953391535	STAT5A;STAT6;STAT3;STAT1
Downstream signaling events of B Cell Receptor (BCR) R-HSA-1168372	R-HSA-1168372	Ballooning	5.36856339973812	5/81	0.00335720186505782	0.038571488094647	1.41373360565491	REL;NFATC1;NFKB1;NFATC2;RELA
E2F mediated regulation of DNA replication R-HSA-113510	R-HSA-113510	Ballooning	12.7540697969631	3/22	0.00245180355067532	0.029712724308184	1.52705752666254	TFDP1;E2F1;RB1
ESR-mediated signaling R-HSA-8939211	R-HSA-8939211	Ballooning	6.88479156345956	16/220	1.35376980822985e-08	1.23893278311794e-06	5.90695225513551	JUND;PGR;EP300;SRF;RAD21;CDKN1B;MYC;MYB;SP1;JUN;FOS;YY1;RUNX1;ESR1;CREB1;ATF2
Estrogen-dependent gene expression R-HSA-9018519	R-HSA-9018519	Ballooning	8.24390857460796	13/149	3.92515614246527e-08	3.25542637565713e-06	5.48739212215932	JUND;PGR;EP300;RAD21;MYC;MYB;SP1;JUN;FOS;YY1;RUNX1;ESR1;ATF2
Estrogen-dependent nuclear events downstream of ESR-membrane signaling R-HSA-9634638	R-HSA-9634638	Ballooning	16.2697202602644	4/24	0.000202195515784683	0.00400467834994439	2.3974323600926	FOS;CDKN1B;SRF;CREB1
Extra-nuclear estrogen signaling R-HSA-9009391	R-HSA-9009391	Ballooning	5.83097459068365	5/75	0.00239980532488055	0.0292159785882247	1.53437956243096	FOS;CDKN1B;SRF;ESR1;CREB1
FOXO-mediated transcription R-HSA-9614085	R-HSA-9614085	Ballooning	19.1436229837981	12/66	2.41280093257412e-11	4.92582590388593e-09	8.30752094172911	FOXO1;SMAD2;SMAD4;NR3C1;BCL6;KLF4;NFYA;SIN3A;EP300;CDKN1B;NFYB;SMAD3
FOXO-mediated transcription of cell cycle genes R-HSA-9617828	R-HSA-9617828	Ballooning	45.033867265532	6/17	3.71753495910802e-08	3.18268960692667e-06	5.49720571405637	FOXO1;CDKN1B;SMAD2;SMAD4;SMAD3;KLF4
FOXO-mediated transcription of cell death genes R-HSA-9614657	R-HSA-9614657	Ballooning	37.2406061990309	5/16	1.09405315075442e-06	4.76002797065939e-05	4.32239049529057	FOXO1;EP300;NFYB;BCL6;NFYA
FOXO-mediated transcription of oxidative stress, metabolic and neuronal genes R-HSA-9615017	R-HSA-9615017	Ballooning	20.6311504769464	6/30	1.56095646392458e-06	6.3432982059934e-05	4.19768487142247	FOXO1;SMAD2;SMAD4;NR3C1;SIN3A;SMAD3
Factors involved in megakaryocyte development and platelet production R-HSA-983231	R-HSA-983231	Ballooning	4.08912053234673	8/170	0.00128061464727198	0.0181751405019243	1.74052222316634	SIN3A;IRF1;MAFK;MYB;GATA2;GATA1;TP53;IRF2
Formation of Senescence-Associated Heterochromatin Foci (SAHF) R-HSA-2559584	R-HSA-2559584	Ballooning	17.3118209885497	3/17	0.0011330566741016	0.0164498396515944	1.78383833107371	HMGA1;RB1;TP53
Formation of axial mesoderm R-HSA-9796292	R-HSA-9796292	Ballooning	32.5441286801018	4/14	2.09847223318224e-05	0.000574159309986151	3.24096758870236	TEAD4;CTNNB1;SMAD2;SMAD3
Formation of definitive endoderm R-HSA-9823730	R-HSA-9823730	Ballooning	34.141188942956	5/17	1.53441890123914e-06	6.3432982059934e-05	4.19768487142247	CTNNB1;SMAD2;SMAD4;TCF7L2;SMAD3
G0 and Early G1 R-HSA-1538133	R-HSA-1538133	Ballooning	18.6218269596357	5/27	1.81075981125557e-05	0.000519536148441388	3.28438422958427	TFDP1;MYBL2;E2F1;MYC;MAX
G1 Phase R-HSA-69236	R-HSA-69236	Ballooning	7.5561004682867	4/47	0.00271977025218972	0.032368924884805	1.48987172519893	TFDP1;E2F1;CDKN1B;RB1
G1/S Transition R-HSA-69206	R-HSA-69206	Ballooning	4.65457534258181	7/131	0.00124071974078361	0.0177036031830091	1.751938333455	RB1;TFDP1;CDKN1B;MYC;MAX;E2F6;E2F1
GLI proteins bind promoters of Hh responsive genes to promote transcription R-HSA-5635851	R-HSA-5635851	Ballooning	32.0701904702712	2/7	0.0031076451073626	0.0361740794514927	1.44160251188063	GLI2;GLI1
Gastrulation R-HSA-9758941	R-HSA-9758941	Ballooning	7.92826635175001	11/129	5.75779187170725e-07	2.7783962959111e-05	4.55620580868752	TEAD4;EP300;SMAD3;KAT2A;SMAD4;CTNNB1;MYB;TCF7L2;SMAD2;SNAI1;TFAP2A
Gene expression (Transcription) R-HSA-74160	R-HSA-74160	Ballooning	8.16226363861611	78/1559	1.41152473862035e-31	1.2487288854328e-28	27.9035318421234	EP300;STAT1;MEF2C;CEBPB;RUNX1;CREB1;POU2F2;PML;TP73;MYBL2;NR1I2;SMAD4;TCF3;JUN;NR2C2;MYC;SP1;RUNX2;NR4A3;SRF;TFDP1;NFATC2;NKX2-5;RELA;TEAD4;RB1;FOXO1;SMAD7;TRIM28;PAX5;GATA2;ZNF300;ATF2;AR;NR3C1;NELFE;PPARA;GATA1;HNF4A;GLI2;FOS;ELF2;ELF1;NFKB1;CDKN1B;TCF7L2;RARA;BRCA1;JUNB;TFAP2A;PPARD;PPARG;E2F6;KAT2A;CTNNB1;YY1;TP63;BCL6;SIN3A;PGR;KLF4;MYB;VDR;TP53;NFYA;E2F1;TFAP2D;NFYB;SMAD3;SP7;MAX;NR1H3;SPI1;ESR1;SUZ12;TAF7;SMAD2;TAF1
