SW2	SW3	SW4	SW5	SW6	SW7	SW8	SW9	SW10	SW11	SW12	SW13
EREG	1.033420344955	1	1	1	1.43151023827577	1	1.10719276308414	1.00008057159207	1.00021266829442	1	1	1
EPGN	1	1	1	1	1	1	1	1	1	1	1	1
UBE2I	1	1	1	1	1	1	1	1	1	1	1	1
MDM2	1.06568868234834	1	1.33340725983478	1	1.10054284815811	1.05843657177742	1	1.00009001342677	1	1	1.31877925653123	1.14451470259192
KPNA2	1.26975531549865	1.33108812705638	1.13482339297888	1.00759417355463	1	1.84969787854364	1	3.6401699279296	1	1	1.149756533887	1
KPNA1	1	1	1	1	1	1	1	1	1	1	1	1
IRF7	3.01697001654276	1.16354155178796	1.09493353329502	1.13427130683662	1	1.12311150253896	1.21331944217162	1.13935868622562	1.22648954507567	1	1.24691748597293	1.81318577228251
IRF3	2.0773065948696	1.02499730147143	1.00254760078472	1.10366469747202	1	1.15744858707607	1.21015892738705	1	1.70010738234978	1	1.15828423421326	1.99611951582633
HSPA1A	1	1	1	1	1	1	1	1	1	1	1	1
MUC1	1	1	1	1	1	1	1	1	1	1	1	1
MMP9	1	1	1	1	1	1.22914746980313	1.74876783449696	1	1.00029948710458	1	1.2035532260089	1
MMP2	1.36510805457243	1	1.47854619870919	1.09340041229356	2.36459215560902	1	1.51466831469347	1.06268159896301	1	1	1	6.65490813017101
MMP1	1	1	1	1	1	1	1	1	1	1	1	1
WWTR1	1	1	1	1	1	1	1	1	1	1	1	1
USP9X	1	1	1	1	1	1	1	1	1	1	1	1
USP1	1	1	1	1	1	1	1	1	1	1	1	1
USP18	1	1	1	1	1	1	1	1	1	1	1	1
USP15	1	1.03146771206564	1	1	2.12807063458173	1	1.02527994726944	1	1	1	1	1.03824534077872
USP14	1	1	1	1	1	1	1	1	1	1	1	1
USF1	3.5955556051	1	1.53736713663819	1.7498424089672	1.00435204584658	1	1.53298439704182	1	1.0717937552486	1	1	3.18654731727937
UHMK1	1.00300762364366	1.15695843541067	1	1	1.01381631671983	1.40981023908122	1	1	1.00021019508584	1	1	1
UCHL5	1	1	1	1	1	1	1	1	1	1	1	1
UBE2V1	1	1	1	1	1	1	1	1	1	1	1	1
UBE2S	1	1	1	1	1	1	1	1	1	1	1	1
UBE2N	1.19986153963216	1.12005741931134	1	1.00131014109594	1.00354164140872	1.26963748148904	1.0526952920224	1	1.00021209046036	1	1.13690846525781	1.04822568221567
UBE2L6	1.22109031836192	1.32024556245908	1	1	1	1.63088987969759	1	1.00008222408994	1.00026229627217	1	1.07099625086334	1.52583623715889
UBE2E1	1	1.01725376049883	1	1.02074092773262	1	1.04328857180281	1	1	1.00022926899961	1	1.05024418531646	1.33387539388133
UBE2D3	1	1.1126015933918	1	1	1	1.15272412956079	1	1	1.00021352778498	1	1	1.01921033811562
UBE2D2	1	1	1.00646509303574	1.04145741121985	1.02443859950623	1.11121197585954	1	1.00008287634192	1.00021270233026	1	1.16715162242404	1.12460825809348
UBE2D1	1	1	1	1	1	1	1	1	1	1	1	1
UBE2C	1	1	1	1	1	1	1	1	1	1	1	1
UBC	1	1.06757016580674	1.01950315699896	1.00198000811631	1.17207028838295	1	1	1.00008084844937	1.00013862541141	1	1.23217008479979	1.02793725905199
UBB	1.04340298945799	1	1	1	1.25862143982092	1	1	1	1.20308637443695	1	1.12980505396814	1.00404995838954
UBA52	1	1	1	1.09121256875785	1.09948032171646	1.2070235584459	1	1	1.03463608902122	1	1.71586825701166	1.15452991839503
TYK2	1	1	1.8446448619598	1.00425682585497	1	1.25398242812787	1.05432866593995	1	1.00023121434065	1	1	1
TXN	1.07505765150418	1.00667792110732	1	1	1	1.87607338469769	1	1.05256820419093	1.00022762708434	1	2.01967540820491	1.03254341157199
TXNIP	1.19356060889756	1	1	1.72843969961821	1.11944032089025	1	1.12449044793674	1	1.00023462359412	1	1	2.99821232227883
TWIST1	2.09125228521524	1.00594839163105	1.33917082088799	1.0360585594548	1.00038119621499	1	1.48303694452171	1.27800640336411	1.00693386638915	1	1.05151941454862	1.37492073116222
TULP3	1	1	1	1	1	1	1	1	1	1	1	1
TUBB6	1.50723669017084	1.02976567968122	1.02480963027721	1	2.07299185949858	1	1	1.00007854169337	1.00020479557996	1	1	1.661215796374
TUBB4B	1.0194681514694	1.30794597452515	1	1	1	1.89115910652051	1	1	1.0002179462833	1	1.12497724857333	1
TUBB4A	1	1	1	1	1	1	1	1	1	1	1	1
TUBB3	1	1	1	1	1	1	1	1	1	1	1	1
TUBB2B	1	1	1	1	1	1	1	1	1	1	1	1
TUBB2A	1	1	1	1	1	1	1	1	1	1	1	1
TUBB1	1	1	1	1	1	1	1	1	1	1	1	1
TUBAL3	1	1	1	1	1	1	1	1	1	1	1	1
TUBA4B	1	1	1	1	1	1	1	1	1	1	1	1
TUBA4A	1	1	1	1	1	1	1	1	1	1	1	1
TUBA3E	1	1	1	1	1	1	1	1	1	1	1	1
TUBA3D	1	1	1	1	1	1	1	1	1	1	1	1
TUBA3C	1	1	1	1	1	1	1	1	1	1	1	1
TUBA1C	1	1	1	1	1	1	1	1	1	1	1	1
TUBA1B	1.2441184502133	1.35591007272739	1	1	1	1.29022524789876	1.00551852712927	1	3.21474209209218	1	1	1.02853030185875
TUBA1A	2.1608218178925	1.30155002686898	1	1.06936059573764	1.20515189466587	1	1	1	2.46808328253036	1	1	2.8861224270113
TGS1	1	1	1	1	1	1	1	1	1	1	1	1
TGIF2	1	1	1	1	1	1	1	1	1	1	1	1
TGIF1	1	1	1	1	1	1	1	1	1	1	1	1
TGFBR3	1	1	1	1	1	1	1	1	1	1	1	1
TGFBR2	1.54962431620558	1	1	1.0497061189395	1.23427031741033	1.00995211409147	1.00534343523333	1	1.00022241342893	1	1.02383103652572	1.83753098546501
TGFBR1	1.15928761989383	1.02342822051192	1.09396695996834	1	1.08787264456591	1.3436371244475	1.00462467537161	1	1.0002062055982	1	1	1.07820507816863
TGFB1	1	1	1	1	1	1	1	1	1	1	1	1
TGFA	1	1	1	1	1	1	1	1	1	1	1	1
TFDP2	1	1	1	1	1	1	1	1	1	1	1	1
TFDP1	2.09915200787175	1	1.79709867266463	1	1	2.2738435988489	1	1	1.70010738234978	1	2.49121909072643	1.09388208178393
TCF7L2	4.67349532969104	1	2.74559757538091	1.95469556035845	1	1	2.4300442196726	1.04280787712416	1	1	1.20695344408183	3.36985387471164
TCF7L1	1	1	1	1	1	1	1	1	1	1	1	1
TCF7	1.43723162208709	1	1.4563510892498	1	1	1	1.19121430033016	1.3739486357551	1	1	1.0283803611709	1.58125207978545
TCF3	2.60060664846181	1	1.12730980448316	1.07157354096644	1.07192258195191	1	1.92430205549857	1	1.12208962407036	1	1.05737987114215	1.6925192570555
TCF12	1.21847267057906	1	1.03318506805425	1.05999329309595	1.00038119621499	1	1.06723546763389	1	1.13714297390944	1	1.04649085897068	1
TBP	1.85297196292834	1.00594839163105	1.07264611189243	1.15435278842055	1	1.1427395562913	1	1.21508600803885	1.13714297390944	1	2.99840886473897	1.00916499228755
TBL1XR1	1	1	1	1	1	1	1	1	1	1	1	1
TBL1X	1	1	1	1	1	1	1	1	1	1	1	1
TBK1	1.12855801213453	1.11124560568482	1	1.01156599365101	1	1.58257793516499	1	1	1.00022145213199	1	1.13261117010898	1.0516115000707
TARBP2	1	1	1	1	1	1	1	1	1	1	1	1
TAB3	1	1	1	1	1	1	1	1	1	1	1	1
TAB2	1	1	1	1	1	1	1	1	1	1	1	1
SYK	1.30303007012301	1.04675909681948	1.03194355265461	1.21401821253142	1	1.12162294517653	2.09968265810916	1	1.09524313552755	1	1.00529883565353	1.05271582831453
SUZ12	1	1	1	1	1	1	1	1	1	1	1	1
SUMO1	1.15736539838128	1.01178979768595	1	1	1	1.53531736319685	1	1.00008422126191	1	1	1.19595982927119	1.06507660503614
STAT6	1.33196087523522	1	1.55058679236568	1	1.00038119621499	1	1.85313552859321	1.04334078332163	1	1	1.51003408935954	1.02649161715524
STAT5B	1.2549726629237	1	1.10125813201664	1	1	1.15079173664998	1.09405483836587	1.11299730264513	1	1	1.47701819623304	1
STAT5A	2.99014707353761	1	2.191748825529	1.20839704064817	1	1.08765892382849	2.17274485450686	1.01198561148762	1	1	1.48240960821935	1.70972099256702
STAT4	1.43723162208709	1	1.84997570157089	1.23783215162705	1	1	2.02187289183158	1	1	1	1.40487542953383	1.64824689615374
STAT3	6.38905087660597	1.26677044161884	1.09838940708999	1.34683946004061	1	1.42469410925922	3.16126470263121	1	1.13714297390944	1	1.64634263670185	3.19608471127549
STAT2	2.48660247416685	1.26231824088022	1	1.23139379951647	1	1.08306127389751	1	1	1.36032873863061	1	1.0571792475205	1.51925024188666
STAT1	10	3.11402669204495	1.18304417978828	1.15435278842055	1	4.43665784064587	1	1.04280787712416	2.24653400394279	1	1.51003408935954	4.0211087789379
STAG2	1	1	1	1	1	1	1	1	1	1	1	1
STAG1	1	1	1	1	1	1	1	1	1	1	1	1
SRXN1	1	1	1	1	1	1	1	1	1	1	1	1
SMC3	1	1	1	1	1	1	1	1	1	1	1	1
SMC1A	1.08257054614513	1	1.1674834009114	1	1.02806086604484	1.04807520951321	1.05068353358393	1	1	1	1	1
SMARCD3	1	1	1	1	1	1	1	1	1	1	1	1
SMAD7	1	1	1	1	1	1.15403152827324	1	1.06724683372229	1.00693386638915	1	1	1
SMAD3	5.9254577609828	1	1.5822998993482	2.03663904533008	1.81780009533254	1	3.94219686217932	1	1.40547795212984	1	1.04649085897068	9.45359249955608
SMAD2	2.00128007334509	1	1.37428622770959	1.02419085620415	1.63116178496849	1	1.48303694452171	1	1.18652909087464	1	1	2.27362193095848
SKP1	1.05661825760249	1.09393799237491	1	1.00194227748141	1.89284271970269	1	1	1.0000806724681	1.00019646785339	1	1.5158180574555	1.30021453638411
SKIL	1.10463317131278	1.32482769780517	1	1	1	1.12167502929585	1.16168732070754	1	1.40547795212984	1	1	2.35444788399136
SIRT3	1	1.05272139153355	1	1	1	1	1	1	1.00020694535996	1	1	1
SIRT1	1.02612574537507	1.07360049910306	1	1	1.12172242167999	1	1	1	1.1270757375662	1	1	1.10242103686842
SIN3A	1.18240001179633	1.11765545970344	1	1	1	1.06704589740644	1	1.42686515615329	1	1	1	1.34401953591601
SH3GL3	1	1	1	1	1	1	1	1	1	1	1	1
SH3BP4	1	1	1	1	1	1	1	1	1	1	1	1
SH2B1	1	1	1	1	1	1	1.07669208947485	1.00007889370469	1	1	1	1
SGK1	1.60445142700473	1.06820101223139	1.03673355064402	1.07272601763203	1.00810463016678	1.05305660319742	1.25459001069595	1	1.40069402288141	1	1.00510466472387	1.45328001598309
SFN	1	1	1	1	1	1	1	1	1	1	1	1
SERPINE1	1	1	1	1	1	1	1	1	1	1	1	1
SCMH1	1	1	1	1	1	1.06078119097963	1.05784225295056	1	1	1	1	1
SAMHD1	1.82284005217811	1.73726301719655	1	1.03582558696644	1.04426757117291	1.02705143956007	1.16772787149816	1	1.38746215026102	1	1	1.47627817977883
SALL4	1.11126049451503	1	1.09092150497298	1.05061691879238	1	1	1.11333135267306	1.04280787712416	1	1	1	1.14914605442533
SAA1	1	1	1	1	1	1	1	1	1	1	1	1
S100B	1	1	1	1	1	1	1	1	1	1	1	1
S100A12	1	1	1	1	1	1	1	1	1	1	1	1
RXRA	1.20568929449742	1	1.18994372484398	1	1	1.04405168517597	1.10981877840104	1.01198561148762	1.12052997333151	1	1.44842658359433	1.00619704727602
RUNX3	1.00196707847957	1.00594839163105	1	1.06610131424644	1	1.02631372203385	1	1	1.07353548551314	1	1	1
RUNX2	2.99014707353761	1.00594839163105	1.79709867266463	1.14569037215949	1	1.02631372203385	1.49001321787308	1.3739486357551	1.00693386638915	1	1.57494502314951	1.62571036578322
RUNX1	5.36168223743574	1.07603651695851	2.11163482109558	2.7316831257971	1.10589599432307	1	5.26357606938898	1	1	1	1.15197627707109	6.18985490749464
RRAGD	1	1	1	1	1	1	1	1	1	1	1	1
RRAGC	1	1	1	1	1	1	1	1	1	1	1	1
RRAGB	1.06368053309153	1	1.02637896182439	1	1.02139888232248	1	1.10627714449022	1.000091930121	1	1	1	1
RRAGA	1.05592377875442	1.01784837291891	1	1.00257377775489	1.13905152366349	1.01996676819235	1.01864545802646	1.00008037168276	1	1	1.27417859508487	1
RPTOR	1	1.15016171428945	1	1	1	1.00698773194255	1.03704048877998	1	1.00020118838788	1	1	1
RPS6KA5	1	1.03317496737271	1	1.03466061185041	1.31361087694403	1	1.02047082088259	1	1.00024090752419	1	1	1.35005040171081
RPS6KA3	1.26101841878045	1	1.43026605017542	1	1.09051311488859	1.04913452261918	1	1.00008041720367	1	1	1.16457137926108	1
RPS6KA2	1	1	1.19335516728426	1	1.08877760495242	1	1.05951349644818	1	1	1	1	1.02216227282621
RPS6KA1	1.41240306210824	1.24518233430565	1.09913277172777	1	1	1.42264840081791	1.03026995982106	1	1.07938557458832	1	1.17850812529	1
RPS6	1	1	1	1.05097533996004	1.25003936297549	1.12523437494188	1	1	1.00021263930943	1	1.79589020468912	1.44413368989143
RPS27A	1.02139524355888	1.03875830088589	1	1.02130627574237	1.48640253889414	1.1245256047115	1	1	1.00021113561226	1	1.74705094615284	1.31199618574897
RORA	1.18240001179633	1.00594839163105	1.02366839320488	1	1.00366388344841	1.08294115261552	1.14446978229851	1	1.00693386638915	1	1	1.59368236693277
PML	1.03080287199832	1.01731917189831	1	1	1.00038119621499	1.0367808073732	1.04447522466443	1	1.00693386638915	1	1.05737987114215	1
PMEPA1	1.47528874767425	1	1.14876125073557	1.28105024248781	1.96308938932047	1	1.60561531928847	1.00009771451959	1	1	1	3.3412715931022
PLXND1	1	1	1	1	1	1	1	1	1	1	1	1
PKN2	1	1	1	1.00705072272709	1.03051405658312	1	1	1	1.00021824404949	1	1	1.02554326855941
PIAS1	1	1	1	1	1	1	1	1	1	1	1	1
PHC3	1	1	1.70725447378351	1	1	1	1.30590757912893	1	1	1	1.01396540231423	1.37529089120102
PHC2	1	1	1	1	1	1	1	1	1	1	1	1
PHC1	1	1	1	1	1	1	1	1	1	1	1	1
PGR	1.12312375595603	1.06573787750356	1.35614480553472	1.09372731547521	1	1.09287044012615	1.20030671812361	1	1.36032873863061	1	1.0283803611709	2.05611806860097
PGRMC2	1	1	1	1	1	1	1	1	1	1	1	1
PELP1	1	1	1	1	1	1	1	1	1	1	1	1
PDPK1	1	1.00125000712137	1.37034289249949	1.00137489805518	1.07576428140845	1	1.02639408640628	1	1.00020450135787	1	1	1
PDGFRB	1.59425986134419	1.01047528890558	1.02428120090142	1.04360793520189	1.0012131238913	1	1.44697914411393	1	1	1	1.06776694380067	2.66544277968947
PDGFRA	1.76421084850448	1	1.74228009130303	1.1236873432246	1.55005323159043	1	1.00550656714213	1	1	1	1.02256552668156	4.73958800334421
PDGFB	1	1	1	1	1	1	1	1	1	1	1	1
PDGFA	1.40718995561486	1.11429403976094	1.18472460033296	1	1	1.0381098350885	1.04196423287891	1.00008678445843	1.00299766780483	1	1	1.0941476743053
PCBP2	1	1	1	1	1	1	1	1	1	1	1	1
PBX1	1.64337692199153	1.06701884126529	1.13230491647806	1.12415708564237	1	1.04405168517597	1.42181909824856	1.09511558397458	1.07353548551314	1	1	1
PAX5	1.09695154986292	1	1.01759841509434	1.11314240010329	1	1	1	1.07760903388572	1	1	1.06454598027692	1.26586996895598
PARN	1	1	1	1	1	1	1	1	1	1	1	1
P2RX7	1	1	1	1	1	1	1	1	1	1	1	1
P2RX4	1	1	1	1	1	1	1	1	1	1	1	1
NRIP1	1	1	1	1	1	1	1	1	1	1	1	1
NRF1	1.54025197145221	1.16354155178796	1	1	1	1.60546650458902	1	1	1.01095589571118	1	1.1336835804181	1
NRAS	2.18498505831224	2.07218493782791	1	1.00576473688192	1	2.03994486918581	1	1.00007998429952	1.00020390684679	1	1.0368274568706	1
NR5A2	1	1	1.1220747472993	1	1	1.08294115261552	1	1	1	1	1	1
NR3C1	1.18797410943364	1	1	1.01601153644702	1.33590150688289	1	1	1	1.75354399901829	1	1.0283803611709	1.01885266777932
NR2E1	1	1	1	1	1.40374427979678	1	1	1.01198561148762	1.00693386638915	1	1	1
NR1H3	2.48660247416685	1	1.19843538605398	1	1	1.08306127389751	1.34921981225219	1	1.08534107518942	1	1.05151941454862	1.00031049205957
NR1D1	1	1	1.1220747472993	1.01601153644702	1.22440075526618	1	1	1.03073145960979	1	1	1	1
NPM1	1.18433798887049	1	1.19678525793222	1	1	1.1000246589762	1.20742514479955	1.01198561148762	1.00693386638915	1	1.4615591916782	1.00619704727602
NPAS2	1	1	1	1	1	1.08623199425069	1.17054058745663	1	1.00693386638915	1	1	1
NOTCH4	1	1	1.18916333722138	1.0003117440101	1	1	1.15083478352049	1	1.00022002324235	1	1.08209370601079	1.03832350891181
NOTCH3	1.01470350985991	1	1.07505861272309	1.00838645937876	1.18639761130172	1	1.03558212233402	1.00007845479757	1	1	1	2.28976445200098
NOTCH2	1.03013011174055	1.0142648862678	1	1	1	1.34983968704476	1.09208977508508	1	1.00020701556465	1.01289869970456	1	1
NOTCH1	1.11801100958156	1	1.98376136274454	1.0558854943411	1	1	1.21015892738705	1	1	1	1	1.58623764130511
NOD2	1	1	1	1	1	1	1	1	1	1	1	1
NOD1	1	1	1	1	1	1	1	1	1	1	1	1
NLRX1	1	1	1	1	1	1	1	1	1	1	1	1
NLRP3	1.27749835661191	1.47156392369638	1	1.00820064508964	1	1.00899871984185	1.1223685918443	1	1.0780342346568	1	1	2.13972494522422
NLRC5	1	1	1	1	1	1	1	1	1	1	1	1
NKIRAS2	1	1	1	1	1	1	1	1	1	1	1	1
NKIRAS1	1	1	1	1	1	1	1	1	1	1	1	1
NGFR	1	1	1	1	1	1	1	1	1	1	1	1
NFYC	2.76957850104945	1.06573787750356	1.84209815337952	1.27408897601372	1	1	1.48940592188663	1.10362508586424	1.00693386638915	1	1.35487060509853	2.48310718639271
NFYB	2.91151256462076	1.08850788834696	1.21195036309547	1.42456095380809	1.00435204584658	1.00927335914248	1.75030113143409	1	1.18652909087464	1	1.05737987114215	3.36985387471164
NFYA	1.66284222826764	1.02499730147143	1.16709941887819	1.10736072273394	1	1.5158235355717	1.06975726743916	1	1	1	1.17757076099258	1.27932190885306
NFKBIB	2.66336887919076	1	1.07264611189243	1.03226936364516	1.00038119621499	1.04181408571108	1.06436090114324	1.02669398880334	1.36032873863061	1	1.30971463483825	1.70972099256702
NFKBIA	1	1	1	1	1	1	1	1	1	1	1	1
NFKB2	2.90664721065051	1.06573787750356	1.61684536060511	2.41230806196573	1	1.02631372203385	2.80847396046787	1	1	1	1.51003408935954	2.15778347857783
NFKB1	10	1.02836892513715	3.66966658360115	3.13425864029686	1	1.09287044012615	3.67415263383995	1	5.42776385208214	1	2.53899308521388	6.71929227869165
NFE2L2	3.21480924736954	1.07360049910306	1	1	1.00435204584658	1.18567424681381	1	1.12855956885333	1	1	2.01463551206585	1
NFATC3	1.3595796434421	1.00994778275298	1	1.06890513430428	1	1	1.34438883909236	1.48857872656895	1	1	1.1336835804181	1
NFATC2	1.68179330046272	1	1.49153055436807	1.12806841961537	1	1.12311150253896	1.95439987036288	1	1	1	1.38231773292332	1.54343696779079
NFATC1	2.50131291016207	1	2.30314282633746	1.06890513430428	1	1.0078729881528	1.49001321787308	1	1	1	1.06454598027692	1.1877576635014
NELFE	1	1	1	1	1	1	1	1	1	1	1	1
NCAM1	1	1	1.06725623641829	1.23471520923375	1.42899396043965	1	1.51295210406176	1	1.00020144134667	1	1.09998146338885	1.88171837297744
MBTPS2	1	1	1	1	1	1	1	1	1	1	1	1
MBD3	1	1	1	1	1	1	1	1	1	1	1	1
MAX	1.362360784492	1.06573787750356	1	1.0008583508169	1.08869976923453	1.06010103161414	1.00246752492919	1	1.12234950479516	1	1.1014967418249	1
MAVS	1	1	1.00259686777755	1	1	1	1	1	1	1	1	1
MAPKAPK5	1	1	1	1	1	1	1	1	1	1	1	1
MAPKAPK3	1	1	1	1	1	1	1	1	1	1	1	1
MAPKAPK2	1	1	1	1	1	1	1	1	1	1	1	1
MAPKAP1	1	1	1	1	1	1	1	1	1	1	1	1
MAPK9	1	1	1	1	1	1	1	1	1	1	1	1
MAPK8	1	1	1	1	1	1	1	1	1	1	1	1
MAPK7	1	1	1	1	1	1	1	1	1	1	1	1
MAPK3	1	1	1	1	1	1	1	1	1	1	1	1
MAPK1	1.10574709141744	1.11246398516966	1	1	1.0011205946759	3.24727154942162	1	1	1.00021094274272	1	1	1.04341612302125
MAPK14	1	1	1	1	1	1	1	1	1	1	1	1
MAPK11	1	1	1	1	1	1	1	1	1	1	1	1
MAPK10	1.14100597021604	1.1994169518495	1.30267699392636	1.11889785056907	1.61153067775058	1	1.5655081318604	1.00007969908365	1	1	1	3.21472752914748
MAP4K4	1	1	1	1	1	1	1	1	1	1	1	1
MAP3K7	1	1	1	1	1	1	1	1	1	1	1	1
MAP3K5	1	1	1	1	1	1	1	1	1	1	1	1
MAP3K1	1.95346763560575	1.01696187143631	1.16934106049134	1.00953594768422	1	1.12188134698524	1	1.00007823685742	1.00020376724215	1	1	1.76878624050862
MAP2K7	1	1	1.04166396017627	1.00054101454846	1	1	1.09850307031843	1	1.00013911950791	1	1	1
MAP2K6	1	1	1	1	1	1	1	1	1	1	1	1
MAP2K4	1	1	1	1	1	1	1	1	1	1	1	1
MAP2K3	1	1	1.35202530680336	1	1	1.05207455663567	1.15091113066089	1	1	1	1.10124473095141	1
MAMLD1	1	1	1	1	1	1.02964089640339	1.01948347926049	1	1.14388316831258	1	1	1
MAML3	1	1	1.09443642395563	1	1.11768392634417	1	1	1	1.00019841883118	1	1	1
MAML2	1	1	1	1	1	1	1	1	1	1	1	1
MAML1	1	1	1	1	1	1	1	1	1	1	1	1
MALT1	1	1	1	1	1	1	1	1	1	1	1	1
MAFK	2.07405223879546	1.03989422254979	1	1.29149597152135	1.00435204584658	1	1.17133769412269	1	1.3267479061137	1	1.38231773292332	1.84032538644289
MAFG	1	1	1	1	1	1	1	1	1	1	1	1
LYN	1.19269190697683	1.0097930123147	1.06348631449951	1.02141724277183	1	1.23321682084567	1	1.00008501100297	1.00022260206163	1	1.23437921370668	1.25343002002053
LYL1	1.28528802505206	1.05611114690691	1.18940774977251	1.06610131424644	1.00435204584658	1	1.53810910814317	1	1.00693386638915	1	1	1.46874497620664
LY96	1.28807636887947	1	1.05466271476693	1	1	1.42004897986746	1	1.00010290681135	1.3150851503911	1	1.06177121277479	1.62058490897051
LRRFIP1	1.20524394720278	1.00361335971491	1	1	1.15946189192354	1.07697002969043	1	1	1.05504184278625	1	1.05151941454862	1.03654122997214
HGF	1.07316652073196	1.00631946298493	1.03517775151416	1.00724768131334	1	1.08600935989402	1.60384511327593	1	1.00019855626498	1	1.08765452118249	2.70335758094257
HEY2	1	1	1.02017295586606	1.03614505354953	1.17547655111802	1	1	1	1.00693386638915	1	1.02497531895334	1.00031049205957
HEY1	1	1	1.03317431494223	1	1	1.18567424681381	1	1	1	1	1.05737987114215	1
HES1	1.94713040918673	1.06573787750356	1.3307985668218	1.14569037215949	1.08738394780886	1	1.85313552859321	1	1.00693386638915	1	1.07677975487462	1.08659549737972
HERC5	1	1	1	1	1	1	1	1	1	1	1	1
HELZ2	1	1	1	1	1	1	1	1	1	1	1	1
HDAC9	1.0988678164808	1.41753101000764	1	1.05783134428134	1	1.15022932466512	1.0011406088366	1.01198561148762	1	1	1.02628503310546	1.10604758787171
HDAC8	1	1	1	1	1	1	1	1	1	1	1	1
HDAC7	1	1.06573787750356	1.03318506805425	1	1	1.24309033207655	1	1	1	1	1.14004854424847	1
HDAC6	1	1	1	1	1	1	1	1	1	1	1	1
HDAC5	1.37244706827863	1.1168363912703	1	1	1	1.30155191325237	1	1	1	1	1.53381247804236	1.15325917008174
HDAC4	2.09125228521524	1.06573787750356	1	1.42686062623707	1.00435204584658	1.00927335914248	1.14446978229851	1.02487786305498	1	1	1.5045410935359	1.0245089717011
HDAC3	1	1	1	1	1	1.02631372203385	1.09651640696458	1	1.00693386638915	1	1	1
HDAC2	1	1	1	1	1	1	1	1	1	1	1	1
HDAC1	1	1.02836195309712	1	1	1.18371883307504	1	1	1	1	1	1	1
HDAC11	1	1	1	1	1	1	1	1	1	1	1	1
HDAC10	1	1	1	1	1	1	1	1	1	1	1	1
HCK	3.65853594345451	1.13735468529882	1	1.06958642335671	1	1.08213197686184	1.37676176842901	1	1.01098351912773	1	1	1.19914103901229
HBEGF	1	1	1	1	1	1	1	1	1	1	1	1
HBB	1	1	1	1	1	1	1	1	1	1	1	1
HBA2	1	1	1	1	1	1	1	1	1	1	1	1
HBA1	1	1	1	1	1	1	1	1	1	1	1	1
H4C9	1.01678435733414	1.01036917504669	1	1	1.00154017610912	1.34595791122421	1	1	1.00022103400722	1	1.38835971089368	1.18661678080411
H4C8	1	1	1	1	1	1	1	1	1	1	1	1
H4C6	1	1	1	1	1	1	1	1	1	1	1	1
H4C5	1	1	1	1	1	1	1	1	1	1	1	1
H4C4	1	1	1	1	1	1	1	1	1	1	1	1
H4C3	1	1	1	1	1	1	1	1	1	1	1	1
H4C2	1	1	1	1	1	1	1	1	1	1	1	1
H4C1	1	1	1	1	1	1	1	1	1	1	1	1
H4C15	1	1	1	1	1	1	1	1	1	1	1	1
H4C14	1	1	1	1	1	1	1	1	1	1	1	1
H4C13	1	1	1	1	1	1	1	1	1	1	1	1
H4C12	1	1	1	1	1	1	1	1	1	1	1	1
H4C11	1	1	1	1	1	1	1	1	1	1	1	1
H3C8	1	1	1	1	1	1	1	1	1	1	1	1
H3C7	1	1	1	1	1	1	1	1	1	1	1	1
H3C6	1	1	1	1	1	1	1	1	1	1	1	1
H3C4	1	1	1	1	1	1	1	1	1	1	1	1
H3C3	1	1	1	1	1	1	1	1	1	1	1	1
H3C2	1	1	1	1	1	1	1	1	1	1	1	1
H3C1	1.29661134388366	1.29123997475057	1.25270312643445	1	1	2.72526621382339	1	1	1.08727837074951	1	1.32713026469815	1.13170835969311
H3C15	1	1	1	1	1	1	1	1	1	1	1	1
H3C14	1.08272239496974	1	1.40093138438788	1.00126909214765	1	1.07555395528426	1	1	1.07111879797779	1	1.70809994259246	1
H3C13	1	1	1	1	1	1	1	1	1	1	1	1
H3C12	1	1	1	1	1	1	1	1	1	1	1	1
H3C11	1	1	1	1	1	1	1	1	1	1	1	1
H3C10	1	1	1	1	1	1	1	1	1	1	1	1
H3-3B	1	1	1	1	1	1	1	1	1	1	1	1
H3-3A	1	1	1	1	1	1	1	1	1	1	1	1
H2BC9	1.18831268269237	1	1	1	1	1.06262338504657	1.05428497373243	1	1.01351575822481	1	1	1.12811538275202
H2BC8	1.20529164734207	1.06839450117664	1	1	1	1.20500239975952	1.05985446083195	1.00008839503364	1.00021058480159	1	2.17727713812793	1.03948506630903
H2BC7	1	1	1	1	1	1	1	1	1	1	1	1
H2BC6	1	1	1	1	1	1	1	1	1	1	1	1
H2BC4	1	1	1	1	1	1	1	1	1	1	1	1
H2BC3	1.03614445025897	1	1.0131373807522	1.00274898052574	1	2.07791817895533	1	1.0180616885216	1.00027629633692	1	3.09795521656846	1
H2BC21	1.10167444192361	1	1.03211850613221	1	1.03263859423165	1.1710126794906	1	1.00007631159741	1	1	1.07795590124264	1.05742134482825
H2BC1	1	1	1	1	1	1	1	1	1	1	1	1
H2BC17	1.55354973477173	1	1	1	1	2.90054674759353	1	1.00007840412417	1.70055107790559	1	1.33538754210032	1
H2BC15	1.14857106636056	1.229637286175	1.0554070366976	1	1	1.22839097552064	1	1	1.00482268223902	1	1.34173791908546	1.01784726415677
H2BC14	1.02948607280846	1	1	1	1	1.75488338289049	1	1	1.14660359670924	1	1.09985822158503	1
