term	term_id	variable	odds_ratio	overlap	p.value	adj.p.value	log10pvalue	genes
Ub-specific processing proteases R-HSA-5689880	R-HSA-5689880	Fibrosis	3.55860704258796	8/221	0.00293247008070922	0.0370608361628679	1.43108478639805	AR;HIF1A;SMAD3;KAT2A;SMAD4;MYC;TP53;SMAD2
Unfolded Protein Response (UPR) R-HSA-381119	R-HSA-381119	Fibrosis	5.30683683841915	5/93	0.00349754337155542	0.0429744449449448	1.36678972392315	NFYB;ATF3;CEBPB;ATF4;NFYA
Viral Infection Pathways R-HSA-9824446	R-HSA-9824446	Fibrosis	2.5768140282871	22/888	0.000228679253841273	0.00470476542399022	2.32746202528801	STAT1;HMGA1;CEBPD;STAT2;RUNX1;CREB1;TRIM28;PML;NFKB1;SMAD3;SMAD4;IRF3;SP1;NR3C1;NELFE;SSRP1;NFE2L2;RCOR1;SUZ12;TAF7;RELA;TAF1
ZBP1(DAI) mediated induction of type I IFNs R-HSA-1606322	R-HSA-1606322	Fibrosis	21.9191369062227	4/21	7.08811444968967e-05	0.00175811735976415	2.75495213779651	IRF3;NFKB1;NFKB2;RELA
Binding of TCF/LEF:CTNNB1 to target gene promoters R-HSA-4411364	R-HSA-4411364	Steatosis	88.209710947148	2/8	0.000413496924385173	0.0477139494486195	1.3213546338969	LEF1;TCF7L2
Developmental Biology R-HSA-1266738	R-HSA-1266738	Steatosis	6.37840984186462	21/1422	1.35243313074589e-08	1.19645250966653e-05	4.92210453499379	MYOD1;TCF4;RUNX1;TCF3;LEF1;GATA6;HNF4A;STAT3;TCF7L2;EZH2;TFAP2A;WT1;MEF2A;YY1;TP63;KLF4;MYB;SOX2;FOXC1;SUZ12;SNAI1
ESR-mediated signaling R-HSA-8939211	R-HSA-8939211	Steatosis	11.4992509313728	8/220	1.83872220426321e-06	0.00060999609126432	3.21467294785444	JUND;MYB;SP1;YY1;RUNX1;POU2F1;ATF2;TBP
Estrogen-dependent gene expression R-HSA-9018519	R-HSA-9018519	Steatosis	17.3953955903651	8/149	9.37982414855311e-08	4.14900888170999e-05	4.38205563548351	JUND;MYB;SP1;YY1;RUNX1;POU2F1;ATF2;TBP
Gastrulation R-HSA-9758941	R-HSA-9758941	Steatosis	20.3022579077414	8/129	3.04245676290687e-08	2.01867006218871e-05	4.69493465771811	LEF1;MYB;SOX2;TCF7L2;FOXC1;GATA6;SNAI1;TFAP2A
Gene expression (Transcription) R-HSA-74160	R-HSA-74160	Steatosis	6.27937149532565	22/1559	1.14277604415737e-08	1.19645250966653e-05	4.92210453499379	RUNX1;POU2F2;TCF3;LEF1;SP1;TBP;POU2F1;ATF2;AR;HNF4A;REST;TCF7L2;EZH2;TFAP2A;UBTF;YY1;TP63;BCL6;KLF4;MYB;SOX2;SUZ12
Generic Transcription Pathway R-HSA-212436	R-HSA-212436	Steatosis	6.09278748668916	19/1260	6.92152758754449e-08	3.67394684346862e-05	4.43486713157819	RUNX1;TCF3;LEF1;SP1;TBP;ATF2;AR;HNF4A;REST;TCF7L2;EZH2;TFAP2A;YY1;TP63;BCL6;KLF4;MYB;SOX2;SUZ12
Heme signaling R-HSA-9707616	R-HSA-9707616	Steatosis	24.7426758741526	4/49	3.81302406767703e-05	0.00674651058374322	2.17092079399308	ATF2;CRTC1;NFE2L2;CRTC3
Myogenesis R-HSA-525793	R-HSA-525793	Steatosis	44.5631285327399	4/29	4.52494482841076e-06	0.00133435595273357	2.87472830258799	MYOD1;TCF4;MEF2A;TCF3
Nuclear Events (kinase and transcription factor activation) R-HSA-198725	R-HSA-198725	Steatosis	19.5074966832535	4/61	9.07618285737323e-05	0.0141695231196874	1.84864476584099	ATF2;JUND;MEF2A;REST
PTEN Regulation R-HSA-6807070	R-HSA-6807070	Steatosis	13.1164727236435	6/139	1.54355589822796e-05	0.00362637685038269	2.44052706633607	SNAI2;SUZ12;REST;ATF2;SNAI1;EZH2
Pyroptosis R-HSA-5620971	R-HSA-5620971	Steatosis	33.9719360229157	3/27	0.000153516739403656	0.0226351903542946	1.64521584888368	IRF2;IRF1;TP63
RNA Polymerase II Transcription R-HSA-73857	R-HSA-73857	Steatosis	6.54785906166165	21/1390	8.96770466552022e-09	1.19645250966653e-05	4.92210453499379	RUNX1;POU2F2;TCF3;LEF1;SP1;TBP;POU2F1;ATF2;AR;HNF4A;REST;TCF7L2;EZH2;TFAP2A;YY1;TP63;BCL6;KLF4;MYB;SOX2;SUZ12
RNA polymerase II transcribes snRNA genes R-HSA-6807505	R-HSA-6807505	Steatosis	14.4214936677317	4/81	0.000273360174946407	0.0362748952153882	1.44039383340282	SP1;POU2F1;POU2F2;TBP
RUNX3 regulates WNT signaling R-HSA-8951430	R-HSA-8951430	Steatosis	88.209710947148	2/8	0.000413496924385173	0.0477139494486195	1.3213546338969	LEF1;TCF7L2
Regulation of PTEN gene transcription R-HSA-8943724	R-HSA-8943724	Steatosis	31.9010647386502	6/61	1.19755282401376e-07	4.54043599276074e-05	4.34290244226211	SUZ12;ATF2;REST;SNAI1;SNAI2;EZH2
Signal Transduction R-HSA-162582	R-HSA-162582	Steatosis	3.65108172607595	23/2605	2.57029206522323e-05	0.00524735010854035	2.28005995826506	TCF4;RUNX1;JUND;LEF1;SP1;TBP;POU2F1;ATF2;AR;IKZF1;REST;STAT3;TCF7L2;EZH2;SNAI2;MEF2A;YY1;MYB;SOX2;MYCN;SUZ12;STAT5B;SNAI1
Signaling by NTRK1 (TRKA) R-HSA-187037	R-HSA-187037	Steatosis	12.903001398281	5/115	8.13187302879096e-05	0.013488744386507	1.87002847519028	JUND;STAT3;REST;ATF2;MEF2A
Signaling by NTRKs R-HSA-166520	R-HSA-166520	Steatosis	10.9842223621339	5/134	0.000167428559028058	0.0233871260873929	1.6310231429224	JUND;STAT3;REST;ATF2;MEF2A
Signaling by Nuclear Receptors R-HSA-9006931	R-HSA-9006931	Steatosis	8.40854238540994	8/296	1.63965795797258e-05	0.00362637685038269	2.44052706633607	JUND;MYB;SP1;RUNX1;YY1;POU2F1;ATF2;TBP
Specification of the neural plate border R-HSA-9834899	R-HSA-9834899	Steatosis	58.2004288549669	3/17	3.66791974612184e-05	0.00674651058374322	2.17092079399308	SOX2;MYB;TFAP2A
Transcriptional regulation of granulopoiesis R-HSA-9616222	R-HSA-9616222	Steatosis	13.0497904633975	4/89	0.000392152356970226	0.0477139494486195	1.3213546338969	LEF1;STAT3;MYB;RUNX1
Transcriptional regulation of pluripotent stem cells R-HSA-452723	R-HSA-452723	Steatosis	41.2328586762664	4/31	5.96051362531569e-06	0.00158192031615878	2.80081539639088	KLF4;STAT3;SOX2;GATA6
ATF4 activates genes in response to endoplasmic reticulum  stress R-HSA-380994	R-HSA-380994	Ballooning	18.6218269596357	5/27	1.81075981125557e-05	0.000530708968837977	3.27514357284936	NFYA;ATF4;NFYB;ATF3;CEBPB
ATF6 (ATF6-alpha) activates chaperone genes R-HSA-381183	R-HSA-381183	Ballooning	34.6182255212072	3/10	0.000213160921385532	0.00425360214554287	2.37124313363304	ATF4;NFYB;NFYA
ATF6 (ATF6-alpha) activates chaperones R-HSA-381033	R-HSA-381033	Ballooning	26.924834187857	3/12	0.000383706949897955	0.00727398746449409	2.13822745171487	ATF4;NFYB;NFYA
Activation of BH3-only proteins R-HSA-114452	R-HSA-114452	Ballooning	12.5112691660384	4/30	0.000492110587087641	0.00898503439070251	2.04648025626633	TFDP1;E2F1;TP63;TP53
Activation of HOX genes during differentiation R-HSA-5619507	R-HSA-5619507	Ballooning	5.02321460957548	7/122	0.000816884818448209	0.0135500769260097	1.86805823922155	HOXD3;RXRA;CTCF;SUZ12;JUN;YY1;RARA
Activation of NOXA and translocation to mitochondria R-HSA-111448	R-HSA-111448	Ballooning	120.796773585012	3/5	1.85968101363722e-05	0.000530708968837977	3.27514357284936	TFDP1;E2F1;TP53
Activation of PUMA and translocation to mitochondria R-HSA-139915	R-HSA-139915	Ballooning	65.019999376398	4/9	2.77286204737042e-06	0.000102210776023904	3.99050331436758	TFDP1;E2F1;TP53;TP63
Activation of anterior HOX genes in hindbrain development during early embryogenesis R-HSA-5617472	R-HSA-5617472	Ballooning	5.02321460957548	7/122	0.000816884818448209	0.0135500769260097	1.86805823922155	HOXD3;RXRA;CTCF;SUZ12;JUN;YY1;RARA
Activation of gene expression by SREBF (SREBP) R-HSA-2426168	R-HSA-2426168	Ballooning	16.6135672321853	7/42	7.52338319763385e-07	4.34213584161645e-05	4.36229659397658	SREBF2;RXRA;NFYA;MTF1;NFYB;SP1;SREBF1
Activation of the AP-1 family of transcription factors R-HSA-450341	R-HSA-450341	Ballooning	34.6182255212072	3/10	0.000213160921385532	0.00425360214554287	2.37124313363304	FOS;JUN;ATF2
Adipogenesis R-HSA-9843745	R-HSA-9843745	Ballooning	10.512437792637	12/110	1.08152466650185e-08	1.36684117375996e-06	5.86428194729541	NFKB1;SREBF1;SMAD4;RXRA;KLF4;CEBPD;KLF5;CEBPB;SREBF2;PPARG;RELA;CEBPA
Binding of TCF/LEF:CTNNB1 to target gene promoters R-HSA-4411364	R-HSA-4411364	Ballooning	48.4109238746268	3/8	0.000101314732360092	0.00235867806740074	2.62733133130281	CTNNB1;MYC;TCF7L2
CD209 (DC-SIGN) signaling R-HSA-5621575	R-HSA-5621575	Ballooning	13.4629246888368	3/21	0.00213681827486878	0.0290826446230859	1.53636610355612	RELB;NFKB1;RELA
CLEC7A (Dectin-1) signaling R-HSA-5607764	R-HSA-5607764	Ballooning	5.23864423183461	6/100	0.00153581440136688	0.0217970664236775	1.66160195234672	RELB;NFATC1;NFKB1;NFATC2;NFKB2;RELA
CLEC7A/inflammasome pathway R-HSA-5660668	R-HSA-5660668	Ballooning	40.0925156982212	2/6	0.00223800508545024	0.0296983274839247	1.52726800808869	RELA;NFKB1
Cardiogenesis R-HSA-9733709	R-HSA-9733709	Ballooning	18.6218269596357	5/27	1.81075981125557e-05	0.000530708968837977	3.27514357284936	SMAD4;CTNNB1;SRF;MEF2C;KAT2A
Cell recruitment (pro-inflammatory response) R-HSA-9664424	R-HSA-9664424	Ballooning	10.53333488639	3/26	0.00399169408715788	0.0485349760607237	1.31394518025019	NFKB1;NFKB2;RELA
Cellular Senescence R-HSA-2559583	R-HSA-2559583	Ballooning	6.06752809564147	13/197	1.01808796697834e-06	5.62917805075107e-05	4.24955501439971	NFKB1;TFDP1;HMGA1;STAT3;SP1;CEBPB;SUZ12;JUN;FOS;TP53;E2F1;ETS1;RELA
Cellular response to chemical stress R-HSA-9711123	R-HSA-9711123	Ballooning	4.57401155324067	11/214	7.31959379625014e-05	0.00176601835774981	2.75300478624656	SIN3A;NFKB1;RXRA;STAT3;MYC;SP1;NOTCH1;ATF4;NFE2L2;BRCA1;RELA
Cellular responses to stimuli R-HSA-8953897	R-HSA-8953897	Ballooning	3.81187068019948	32/832	6.34764613714135e-09	9.54446278558492e-07	6.02024851104422	SIN3A;PGR;MEF2C;HMGA1;CEBPB;NOTCH1;FOS;MEF2D;CREB1;TP53;NFYA;E2F1;ETS1;NFKB1;HIF1A;NFYB;STAT3;JUN;ATF2;MTF1;BRCA1;AR;RXRA;MYC;ATF3;SP1;NR3C1;ATF4;NFE2L2;TFDP1;SUZ12;RELA
Cellular responses to stress R-HSA-2262752	R-HSA-2262752	Ballooning	3.72416207130612	31/818	1.63606840068166e-08	1.88788066756918e-06	5.72402546080814	SIN3A;PGR;MEF2C;HMGA1;CEBPB;NOTCH1;FOS;MEF2D;CREB1;TP53;NFYA;E2F1;ETS1;NFKB1;HIF1A;NFYB;STAT3;JUN;ATF2;BRCA1;AR;RXRA;MYC;ATF3;SP1;NR3C1;ATF4;NFE2L2;TFDP1;SUZ12;RELA
Circadian Clock R-HSA-400253	R-HSA-400253	Ballooning	10.7764645913436	8/70	2.34244368763839e-06	9.00992108259752e-05	4.04527901296572	ATF2;NR3C1;RXRA;HIF1A;MEF2C;MEF2D;CREB1;SREBF1
Cyclin A:Cdk2-associated events at S phase entry R-HSA-69656	R-HSA-69656	Ballooning	5.09723798477504	5/85	0.00413145058727364	0.0496147957403812	1.30438879225586	TFDP1;MYC;MAX;E2F4;E2F1
Cyclin E associated events during G1/S transition  R-HSA-69202	R-HSA-69202	Ballooning	5.22967343647901	5/83	0.00372992738674738	0.0458297559464238	1.33885245546313	TFDP1;MYC;MAX;E2F4;E2F1
Cytokine Signaling in Immune system R-HSA-1280215	R-HSA-1280215	Ballooning	4.21700388908543	33/789	4.0853512059162e-10	8.34040161577046e-08	7.07881303625513	BCL6;STAT1;MEF2C;EGR1;CEBPD;ILF3;STAT2;FOS;CREB1;TP53;PML;NFKB1;HIF1A;SMAD3;STAT6;STAT3;IRF8;CIITA;JUN;ATF2;STAT5A;RELB;IRF3;IRF4;IRF1;MYC;SOX2;MEF2A;NFKB2;IRF5;ILF2;IRF2;RELA
Cytosolic sensors of pathogen-associated DNA  R-HSA-1834949	R-HSA-1834949	Ballooning	8.51662848234899	6/64	0.00013924613351781	0.00307966031963556	2.51149718266944	STAT6;CTNNB1;IRF3;NFKB1;NFKB2;RELA
DEx/H-box helicases activate type I IFN and inflammatory cytokines production  R-HSA-3134963	R-HSA-3134963	Ballooning	60.6377097293977	3/7	6.39050306693483e-05	0.00157040695737454	2.80398778934878	RELA;NFKB1;NFKB2
Deubiquitination R-HSA-5688426	R-HSA-5688426	Ballooning	3.19913200230849	11/299	0.00127357116152066	0.0197664202495663	1.70407197543233	AR;HIF1A;SMAD3;KAT2A;SMAD4;MYC;YY1;ESR1;TP53;SMAD2;BRCA1
Developmental Biology R-HSA-1266738	R-HSA-1266738	Ballooning	5.19963559922627	59/1422	1.97250738672163e-18	7.4786208633703e-16	15.1261784832386	MEF2C;CEBPD;CEBPB;SALL4;MYOD1;TCF4;RUNX1;CREB1;PML;HOXD3;SMAD4;TCF3;JUN;MYF6;SREBF1;RXRA;MYC;KLF5;SRF;TFDP1;RELA;TEAD4;MEF2D;FLI1;GATA2;NR5A2;GFI1;HNF4A;NOTCH1;NFKB1;STAT3;TCF7L2;MYOG;RARA;TFAP2A;SREBF2;WT1;PPARG;MEF2A;KAT2A;CTNNB1;YY1;TP63;MYF5;SIN3A;KLF4;USF1;TP53;E2F1;SMAD3;FOXA1;SPI1;CTCF;SOX2;CEBPA;RBPJ;SUZ12;SMAD2;SNAI1
Disease R-HSA-1643685	R-HSA-1643685	Ballooning	2.23245848904293	43/1881	2.90424162378728e-05	0.000799526348501261	3.09716721944727	STAT1;HMGA1;CEBPD;CEBPB;STAT2;RUNX1;CREB1;PML;SMAD4;JUN;IRF4;MYC;SP1;NFE2L2;NFKB2;TFDP1;RELA;TRIM28;ENO1;NR3C1;NELFE;SSRP1;RCOR1;NOTCH1;NFKB1;STAT3;TCF7L2;BRCA1;IRF3;KAT2A;CTNNB1;SIN3A;TP53;E2F1;SMAD3;STAT5A;FOXM1;ESR1;RBPJ;SUZ12;TAF7;SMAD2;TAF1
Diseases of signal transduction by growth factor receptors and second messengers R-HSA-5663202	R-HSA-5663202	Ballooning	3.80200087291406	19/459	3.97783599689303e-06	0.000138910220207291	3.85726580022103	STAT1;CEBPB;NOTCH1;CREB1;TP53;SMAD3;SMAD4;STAT3;JUN;TCF7L2;STAT5A;FOXM1;IRF4;MYC;ESR1;KAT2A;CTNNB1;RBPJ;SMAD2
Downregulation of SMAD2/3:SMAD4 transcriptional activity R-HSA-2173795	R-HSA-2173795	Ballooning	12.0480226190823	4/31	0.000559591550976505	0.0100348376776462	1.99848964821613	SMAD2;SMAD4;STAT1;SMAD3
Downstream signal transduction R-HSA-186763	R-HSA-186763	Ballooning	13.011920057782	4/29	0.000430631521197565	0.00799228012068767	2.09732930296814	STAT5A;STAT6;STAT3;STAT1
Downstream signaling events of B Cell Receptor (BCR) R-HSA-1168372	R-HSA-1168372	Ballooning	5.36856339973812	5/81	0.00335720186505782	0.0418310504688425	1.3785012292015	REL;NFATC1;NFKB1;NFATC2;RELA
ESR-mediated signaling R-HSA-8939211	R-HSA-8939211	Ballooning	7.41320340079854	17/220	1.83033509339358e-09	3.23847289191104e-07	6.4896597339174	PGR;SRF;RAD21;USF1;MYC;SP1;NR5A2;USF2;FOXA1;JUN;FOS;YY1;RUNX1;ESR1;CREB1;ATF2;CHD1
Estrogen-dependent gene expression R-HSA-9018519	R-HSA-9018519	Ballooning	9.81002664289688	15/149	4.48694914368616e-10	8.50597359095933e-08	7.07027597000178	PGR;RAD21;USF1;MYC;SP1;NR5A2;USF2;FOXA1;JUN;FOS;YY1;RUNX1;ESR1;ATF2;CHD1
Estrogen-dependent nuclear events downstream of ESR-membrane signaling R-HSA-9634638	R-HSA-9634638	Ballooning	11.5339787140991	3/24	0.00316431953016036	0.0396775853511218	1.40145476546423	FOS;SRF;CREB1
FOXO-mediated transcription R-HSA-9614085	R-HSA-9614085	Ballooning	15.1503935174406	10/66	7.60895849269676e-09	1.00970879198086e-06	5.99580386212976	SMAD2;SMAD4;NR3C1;BCL6;KLF4;NFYA;SIN3A;NFYB;SREBF1;SMAD3
FOXO-mediated transcription of cell cycle genes R-HSA-9617828	R-HSA-9617828	Ballooning	25.0458833501254	4/17	4.84630113302989e-05	0.00123673876990974	2.90772202451613	SMAD2;SMAD4;SMAD3;KLF4
FOXO-mediated transcription of cell death genes R-HSA-9614657	R-HSA-9614657	Ballooning	18.6457491475271	3/16	0.000941657792436076	0.0149650286294931	1.82492244797722	NFYB;BCL6;NFYA
FOXO-mediated transcription of oxidative stress, metabolic and neuronal genes R-HSA-9615017	R-HSA-9615017	Ballooning	20.6311504769464	6/30	1.56095646392458e-06	7.20340643731454e-05	4.14246208036379	SMAD2;SMAD4;NR3C1;SIN3A;SREBF1;SMAD3
Formation of axial mesoderm R-HSA-9796292	R-HSA-9796292	Ballooning	45.5463644540687	5/14	5.11619482887757e-07	3.23294787520025e-05	4.4904012974594	TEAD4;CTNNB1;SMAD2;FOXA1;SMAD3
Formation of definitive endoderm R-HSA-9823730	R-HSA-9823730	Ballooning	34.141188942956	5/17	1.53441890123914e-06	7.20340643731454e-05	4.14246208036379	CTNNB1;SMAD2;SMAD4;TCF7L2;SMAD3
G0 and Early G1 R-HSA-1538133	R-HSA-1538133	Ballooning	23.575809476541	6/27	8.02469085805722e-07	4.53138926325189e-05	4.34376862870122	TFDP1;MYBL2;E2F4;E2F1;MYC;MAX
G1/S-Specific Transcription R-HSA-69205	R-HSA-69205	Ballooning	13.011920057782	4/29	0.000430631521197565	0.00799228012068767	2.09732930296814	TFDP1;E2F6;E2F4;E2F1
GLI proteins bind promoters of Hh responsive genes to promote transcription R-HSA-5635851	R-HSA-5635851	Ballooning	32.0701904702712	2/7	0.0031076451073626	0.0394626321289012	1.40381395099123	GLI2;GLI1
Gastrulation R-HSA-9758941	R-HSA-9758941	Ballooning	9.6824006393793	13/129	6.83288594295831e-09	9.54446278558492e-07	6.02024851104422	TEAD4;SMAD3;KAT2A;SMAD4;CTNNB1;RBPJ;FOXA1;SOX2;TCF7L2;NOTCH1;SMAD2;SNAI1;TFAP2A
Gene expression (Transcription) R-HSA-74160	R-HSA-74160	Ballooning	7.69400477134025	76/1559	8.91530548204784e-30	7.88707358311832e-27	26.1030841073681	STAT1;MEF2C;CEBPB;RUNX1;CREB1;PML;MYBL2;NR1I2;SMAD4;TCF3;JUN;THRB;NR2C2;SREBF1;RXRA;MYC;SP1;RUNX2;SRF;TFDP1;NFATC2;RELA;TEAD4;TRIM28;GATA2;ATF2;AR;NR5A2;NR3C1;NELFE;SSRP1;PRDM1;NFE2;HNF4A;NR1H2;GLI2;NOTCH1;FOS;ELF2;ELF1;NFKB1;TCF7L2;PITX2;RARA;BRCA1;TFAP2A;UBTF;PPARD;PPARG;E2F6;KAT2A;CTNNB1;YY1;TP63;BCL6;SIN3A;PGR;KLF4;VDR;TP53;NFYA;E2F1;TFAP2D;NFYB;SMAD3;MAX;NR1H3;SPI1;SOX2;ESR1;RBPJ;SUZ12;TAF7;SMAD2;E2F4;TAF1
Generic Transcription Pathway R-HSA-212436	R-HSA-212436	Ballooning	9.64746516279512	75/1260	3.5708483303769e-35	9.47703146882029e-32	31.0233276772825	STAT1;MEF2C;CEBPB;RUNX1;CREB1;PML;MYBL2;NR1I2;SMAD4;TCF3;JUN;THRB;NR2C2;SREBF1;RXRA;MYC;SP1;RUNX2;SRF;TFDP1;NFATC2;RELA;TEAD4;TRIM28;GATA2;ATF2;AR;NR5A2;NR3C1;NELFE;SSRP1;PRDM1;NFE2;HNF4A;NR1H2;GLI2;NOTCH1;FOS;ELF2;ELF1;NFKB1;TCF7L2;PITX2;RARA;BRCA1;TFAP2A;PPARD;PPARG;E2F6;KAT2A;CTNNB1;YY1;TP63;BCL6;SIN3A;PGR;KLF4;VDR;TP53;NFYA;E2F1;TFAP2D;NFYB;SMAD3;MAX;NR1H3;SPI1;SOX2;ESR1;RBPJ;SUZ12;TAF7;SMAD2;E2F4;TAF1
Germ layer formation at gastrulation R-HSA-9754189	R-HSA-9754189	Ballooning	34.141188942956	5/17	1.53441890123914e-06	7.20340643731454e-05	4.14246208036379	SOX2;CTNNB1;SMAD2;SMAD4;SMAD3
Growth hormone receptor signaling R-HSA-982772	R-HSA-982772	Ballooning	11.5339787140991	3/24	0.00316431953016036	0.0396775853511218	1.40145476546423	STAT5A;STAT3;STAT1
Heme signaling R-HSA-9707616	R-HSA-9707616	Ballooning	11.4957370269615	6/49	3.02668815908462e-05	0.000819676568796998	3.08635747944017	ATF2;RXRA;NFE2L2;MEF2C;MEF2D;CREB1
IkBA variant leads to EDA-ID R-HSA-5603029	R-HSA-5603029	Ballooning	60.6377097293977	3/7	6.39050306693483e-05	0.00157040695737454	2.80398778934878	RELA;NFKB1;NFKB2
Inactivation of CSF3 (G-CSF) signaling R-HSA-9705462	R-HSA-9705462	Ballooning	11.01197461779	3/25	0.00356330949945022	0.0439861554025157	1.3566839957508	STAT5A;STAT3;STAT1
Infectious disease R-HSA-5663205	R-HSA-5663205	Ballooning	2.1702484183976	26/1081	0.000771777533752712	0.0129695502664888	1.88707508329669	STAT1;HMGA1;CEBPD;STAT2;RUNX1;CREB1;TRIM28;PML;NFKB1;SMAD3;SMAD4;JUN;IRF3;ENO1;SP1;NR3C1;NELFE;SSRP1;NFE2L2;NFKB2;CTNNB1;RCOR1;SUZ12;TAF7;RELA;TAF1
Inflammasomes R-HSA-622312	R-HSA-622312	Ballooning	13.4629246888368	3/21	0.00213681827486878	0.0290826446230859	1.53636610355612	NFKB1;NFKB2;RELA
Interferon Signaling R-HSA-913531	R-HSA-913531	Ballooning	5.03884392962053	15/273	1.49120120185551e-06	7.20340643731454e-05	4.14246208036379	IRF3;IRF5;STAT1;STAT3;IRF4;EGR1;IRF1;ILF2;ILF3;IRF8;CIITA;STAT2;TP53;IRF2;PML
Interferon alpha/beta signaling R-HSA-909733	R-HSA-909733	Ballooning	10.9693391640563	9/78	4.92349229391316e-07	3.18706062147452e-05	4.49660967567861	IRF3;IRF5;STAT1;EGR1;IRF4;IRF1;IRF8;STAT2;IRF2
Interferon gamma signaling R-HSA-877300	R-HSA-877300	Ballooning	8.49196782477724	9/98	3.44184205637792e-06	0.00012179531756836	3.91436940787156	IRF3;IRF5;STAT1;IRF4;IRF1;IRF8;CIITA;IRF2;PML
Interleukin-1 processing R-HSA-448706	R-HSA-448706	Ballooning	40.377458089828	3/9	0.000150585667516453	0.00324922245194038	2.48822055447742	RELA;NFKB1;NFKB2
Interleukin-17 signaling R-HSA-448424	R-HSA-448424	Ballooning	9.06564668042174	7/71	2.74547079527495e-05	0.000766997841122075	3.11520585846313	ATF2;JUN;MEF2A;FOS;NFKB1;MEF2C;CREB1
Interleukin-20 family signaling R-HSA-8854691	R-HSA-8854691	Ballooning	14.7919469906427	4/26	0.000279027660358202	0.00548547711548643	2.26078559240806	STAT5A;STAT3;STAT2;STAT1
Interleukin-21 signaling R-HSA-9020958	R-HSA-9020958	Ballooning	34.6182255212072	3/10	0.000213160921385532	0.00425360214554287	2.37124313363304	STAT3;STAT1;STAT5A
Interleukin-4 and Interleukin-13 signaling R-HSA-6785807	R-HSA-6785807	Ballooning	9.36803249773912	11/111	1.23939276634919e-07	1.06108012964218e-05	4.97425181822174	BCL6;STAT1;HIF1A;STAT6;STAT3;IRF4;CEBPD;MYC;SOX2;FOS;TP53
Interleukin-9 signaling R-HSA-8985947	R-HSA-8985947	Ballooning	40.377458089828	3/9	0.000150585667516453	0.00324922245194038	2.48822055447742	STAT3;STAT1;STAT5A
Intracellular signaling by second messengers R-HSA-9006925	R-HSA-9006925	Ballooning	3.74693918681002	13/308	0.000121260243796199	0.00272732785622976	2.56426265171995	EGR1;SALL4;CREB1;TP53;PML;JUN;ATF2;SNAI2;ESR1;PPARG;RCOR1;SUZ12;SNAI1
Intrinsic Pathway for Apoptosis R-HSA-109606	R-HSA-109606	Ballooning	8.17684642799331	5/55	0.000589933920962512	0.010507950511641	1.97848198123921	TFDP1;STAT3;E2F1;TP63;TP53
KEAP1-NFE2L2 pathway R-HSA-9755511	R-HSA-9755511	Ballooning	5.68442430638787	8/125	0.000164309655619045	0.00343368366939327	2.46423971702744	NFKB1;MYC;SP1;NOTCH1;ATF4;NFE2L2;BRCA1;RELA
LRR FLII-interacting protein 1 (LRRFIP1) activates type I IFN production R-HSA-3134973	R-HSA-3134973	Ballooning	53.4311335730777	2/5	0.0015042879720209	0.021464410095395	1.66828104269981	CTNNB1;IRF3
Loss of Function of SMAD2/3 in Cancer R-HSA-3304349	R-HSA-3304349	Ballooning	60.6377097293977	3/7	6.39050306693483e-05	0.00157040695737454	2.80398778934878	SMAD2;SMAD4;SMAD3
Loss of Function of SMAD4 in Cancer R-HSA-3304347	R-HSA-3304347	Ballooning	Inf	3/3	1.89416874917459e-06	7.82258618942741e-05	4.10664964308921	SMAD2;SMAD3;SMAD4
Loss of Function of TGFBR1 in Cancer R-HSA-3656534	R-HSA-3656534	Ballooning	32.0701904702712	2/7	0.0031076451073626	0.0394626321289012	1.40381395099123	SMAD2;SMAD3
MAP kinase activation R-HSA-450294	R-HSA-450294	Ballooning	10.3659793409993	7/63	1.24086556013422e-05	0.000378535309953589	3.42189360307869	ATF2;JUN;MEF2A;FOS;NFKB1;MEF2C;CREB1
MAPK targets/ Nuclear events mediated by MAP kinases R-HSA-450282	R-HSA-450282	Ballooning	19.7995107522577	6/31	1.91585569823957e-06	7.82258618942741e-05	4.10664964308921	ATF2;JUN;MEF2A;FOS;MEF2C;CREB1
MECP2 regulates neuronal receptors and channels R-HSA-9022699	R-HSA-9022699	Ballooning	16.1584896477482	3/18	0.00134732628325063	0.0204331654614124	1.68966434820199	SIN3A;NOTCH1;CREB1
MECP2 regulates transcription factors R-HSA-9022707	R-HSA-9022707	Ballooning	120.796773585012	3/5	1.85968101363722e-05	0.000530708968837977	3.27514357284936	MEF2C;PPARG;CREB1
MECP2 regulates transcription of neuronal ligands R-HSA-9022702	R-HSA-9022702	Ballooning	26.7373685955558	2/8	0.00410975523236344	0.0495785926667844	1.30470580523509	SIN3A;CREB1
MITF-M-regulated melanocyte development R-HSA-9730414	R-HSA-9730414	Ballooning	4.27391606139738	6/121	0.00400495846167991	0.0485349760607237	1.31394518025019	SIN3A;CTNNB1;USF1;SOX2;TCF7L2;CREB1
Metabolism of steroids R-HSA-8957322	R-HSA-8957322	Ballooning	4.51252945852798	8/155	0.000703045927051884	0.0120379605831981	1.91944708305207	NFYB;SREBF1;RXRA;SP1;SREBF2;VDR;NFYA;MTF1
Mitochondrial biogenesis R-HSA-1592230	R-HSA-1592230	Ballooning	6.65633717884963	7/94	0.000166590068398208	0.00345414094944409	2.46165994461545	NRF1;MEF2C;RXRA;GABPA;MEF2D;CREB1;ATF2
