	term_id	term	signalling_ancestor	first_level_ancestor
518	R-HSA-5655302	Signaling by FGFR1 in disease R-HSA-5655302		Disease R-HSA-1643685
519	R-HSA-9607240	FLT3 Signaling R-HSA-9607240		Immune System R-HSA-168256
520	R-HSA-3299685	Detoxification of Reactive Oxygen Species R-HSA-3299685	Cellular responses to stimuli R-HSA-8953897	Cellular responses to stimuli R-HSA-8953897
521	R-HSA-168638	NOD1/2 Signaling Pathway R-HSA-168638		Immune System R-HSA-168256
522	R-HSA-9687139	Aberrant regulation of mitotic cell cycle due to RB1 defects R-HSA-9687139		Disease R-HSA-1643685
523	R-HSA-6802948	Signaling by high-kinase activity BRAF mutants R-HSA-6802948		Disease R-HSA-1643685
524	R-HSA-1266695	Interleukin-7 signaling R-HSA-1266695		Immune System R-HSA-168256
525	R-HSA-9833109	Evasion by RSV of host interferon responses R-HSA-9833109		Disease R-HSA-1643685
526	R-HSA-2559585	Oncogene Induced Senescence R-HSA-2559585	Cellular responses to stimuli R-HSA-8953897	Cellular responses to stimuli R-HSA-8953897
527	R-HSA-9725371	Nuclear events stimulated by ALK signaling in cancer R-HSA-9725371		Disease R-HSA-1643685
528	R-HSA-936440	Negative regulators of DDX58/IFIH1 signaling R-HSA-936440		Immune System R-HSA-168256
529	R-HSA-4791275	Signaling by WNT in cancer R-HSA-4791275		Disease R-HSA-1643685
530	R-HSA-1839126	FGFR2 mutant receptor activation R-HSA-1839126		Disease R-HSA-1643685
531	R-HSA-5675482	Regulation of necroptotic cell death R-HSA-5675482		Programmed Cell Death R-HSA-5357801
532	R-HSA-381042	PERK regulates gene expression R-HSA-381042	Cellular responses to stimuli R-HSA-8953897	Cellular responses to stimuli R-HSA-8953897
533	R-HSA-450282	MAPK targets/ Nuclear events mediated by MAP kinases R-HSA-450282		Immune System R-HSA-168256
534	R-HSA-5602358	Diseases associated with the TLR signaling cascade R-HSA-5602358		Disease R-HSA-1643685
535	R-HSA-9680350	Signaling by CSF1 (M-CSF) in myeloid cells R-HSA-9680350		Immune System R-HSA-168256
536	R-HSA-1839124	FGFR1 mutant receptor activation R-HSA-1839124		Disease R-HSA-1643685
537	R-HSA-3371511	HSF1 activation R-HSA-3371511		Cellular responses to stimuli R-HSA-8953897
538	R-HSA-933541	TRAF6 mediated IRF7 activation R-HSA-933541		Immune System R-HSA-168256
539	R-HSA-114452	Activation of BH3-only proteins R-HSA-114452		Programmed Cell Death R-HSA-5357801
540	R-HSA-9674555	Signaling by CSF3 (G-CSF) R-HSA-9674555		Immune System R-HSA-168256
541	R-HSA-5669034	TNFs bind their physiological receptors R-HSA-5669034	Cytokine Signaling in Immune system R-HSA-1280215	Immune System R-HSA-168256
542	R-HSA-2424491	DAP12 signaling R-HSA-2424491		Immune System R-HSA-168256
543	R-HSA-9682385	FLT3 signaling in disease R-HSA-9682385		Disease R-HSA-1643685
544	R-HSA-3371568	Attenuation phase R-HSA-3371568	Cellular responses to stimuli R-HSA-8953897	Cellular responses to stimuli R-HSA-8953897
545	R-HSA-389948	PD-1 signaling R-HSA-389948		Immune System R-HSA-168256
546	R-HSA-912526	Interleukin receptor SHC signaling R-HSA-912526		Immune System R-HSA-168256
547	R-HSA-380994	ATF4 activates genes in response to endoplasmic reticulum  stress R-HSA-380994		Cellular responses to stimuli R-HSA-8953897
548	R-HSA-202427	Phosphorylation of CD3 and TCR zeta chains R-HSA-202427	TCR signaling R-HSA-202403	Immune System R-HSA-168256
549	R-HSA-912694	Regulation of IFNA/IFNB signaling R-HSA-912694		Immune System R-HSA-168256
550	R-HSA-5357769	Caspase activation via extrinsic apoptotic signalling pathway R-HSA-5357769		Programmed Cell Death R-HSA-5357801
551	R-HSA-8854691	Interleukin-20 family signaling R-HSA-8854691		Immune System R-HSA-168256
552	R-HSA-1227990	Signaling by ERBB2 in Cancer R-HSA-1227990		Disease R-HSA-1643685
553	R-HSA-9660826	Purinergic signaling in leishmaniasis infection R-HSA-9660826		Disease R-HSA-1643685
554	R-HSA-5674400	Constitutive Signaling by AKT1 E17K in Cancer R-HSA-5674400		Disease R-HSA-1643685
555	R-HSA-9664424	Cell recruitment (pro-inflammatory response) R-HSA-9664424		Disease R-HSA-1643685
556	R-HSA-1643713	Signaling by EGFR in Cancer R-HSA-1643713		Disease R-HSA-1643685
557	R-HSA-933542	TRAF6 mediated NF-kB activation R-HSA-933542		Immune System R-HSA-168256
558	R-HSA-9664565	Signaling by ERBB2 KD Mutants R-HSA-9664565		Disease R-HSA-1643685
559	R-HSA-9705462	Inactivation of CSF3 (G-CSF) signaling R-HSA-9705462		Immune System R-HSA-168256
560	R-HSA-9734009	Defective Intrinsic Pathway for Apoptosis R-HSA-9734009		Disease R-HSA-1643685
561	R-HSA-202430	Translocation of ZAP-70 to Immunological synapse R-HSA-202430	TCR signaling R-HSA-202403	Immune System R-HSA-168256
562	R-HSA-449836	Other interleukin signaling R-HSA-449836		Immune System R-HSA-168256
563	R-HSA-6783589	Interleukin-6 family signaling R-HSA-6783589		Immune System R-HSA-168256
564	R-HSA-982772	Growth hormone receptor signaling R-HSA-982772		Immune System R-HSA-168256
565	R-HSA-937041	IKK complex recruitment mediated by RIP1 R-HSA-937041	Toll-like Receptor Cascades R-HSA-168898	Immune System R-HSA-168256
566	R-HSA-9637690	Response of Mtb to phagocytosis R-HSA-9637690		Disease R-HSA-1643685
567	R-HSA-450302	activated TAK1 mediates p38 MAPK activation R-HSA-450302		Immune System R-HSA-168256
568	R-HSA-9665686	Signaling by ERBB2 TMD/JMD mutants R-HSA-9665686		Disease R-HSA-1643685
569	R-HSA-5655332	Signaling by FGFR3 in disease R-HSA-5655332		Disease R-HSA-1643685
570	R-HSA-8862803	Deregulated CDK5 triggers multiple neurodegenerative pathways in Alzheimer's disease models R-HSA-8862803	Defective Intrinsic Pathway for Apoptosis R-HSA-9734009	Disease R-HSA-1643685
571	R-HSA-389357	CD28 dependent PI3K/Akt signaling R-HSA-389357		Immune System R-HSA-168256
572	R-HSA-450321	JNK (c-Jun kinases) phosphorylation and  activation mediated by activated human TAK1 R-HSA-450321		Immune System R-HSA-168256
573	R-HSA-8863678	Neurodegenerative Diseases R-HSA-8863678	Defective Intrinsic Pathway for Apoptosis R-HSA-9734009	Disease R-HSA-1643685
574	R-HSA-912631	Regulation of signaling by CBL R-HSA-912631		Immune System R-HSA-168256
575	R-HSA-389513	CTLA4 inhibitory signaling R-HSA-389513		Immune System R-HSA-168256
576	R-HSA-9008059	Interleukin-37 signaling R-HSA-9008059		Immune System R-HSA-168256
577	R-HSA-5686938	Regulation of TLR by endogenous ligand R-HSA-5686938		Immune System R-HSA-168256
578	R-HSA-622312	Inflammasomes R-HSA-622312	Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways R-HSA-168643	Immune System R-HSA-168256
579	R-HSA-5621575	CD209 (DC-SIGN) signaling R-HSA-5621575		Immune System R-HSA-168256
580	R-HSA-9670439	Signaling by phosphorylated juxtamembrane, extracellular and kinase domain KIT mutants R-HSA-9670439		Disease R-HSA-1643685
581	R-HSA-111471	Apoptotic factor-mediated response R-HSA-111471		Programmed Cell Death R-HSA-5357801
582	R-HSA-9669938	Signaling by KIT in disease R-HSA-9669938		Disease R-HSA-1643685
583	R-HSA-9671555	Signaling by PDGFR in disease R-HSA-9671555		Disease R-HSA-1643685
584	R-HSA-9687136	Aberrant regulation of mitotic exit in cancer due to RB1 defects R-HSA-9687136		Disease R-HSA-1643685
585	R-HSA-1236382	Constitutive Signaling by Ligand-Responsive EGFR Cancer Variants R-HSA-1236382		Disease R-HSA-1643685
586	R-HSA-5637815	Signaling by Ligand-Responsive EGFR Variants in Cancer R-HSA-5637815		Disease R-HSA-1643685
587	R-HSA-9703465	Signaling by FLT3 fusion proteins R-HSA-9703465		Disease R-HSA-1643685
588	R-HSA-9818027	NFE2L2 regulating anti-oxidant/detoxification enzymes R-HSA-9818027	Cellular responses to stimuli R-HSA-8953897	Cellular responses to stimuli R-HSA-8953897
589	R-HSA-168927	TICAM1, RIP1-mediated IKK complex recruitment R-HSA-168927	Toll-like Receptor Cascades R-HSA-168898	Immune System R-HSA-168256
590	R-HSA-8851708	Signaling by FGFR2 IIIa TM R-HSA-8851708		Disease R-HSA-1643685
591	R-HSA-1839117	Signaling by cytosolic FGFR1 fusion mutants R-HSA-1839117		Disease R-HSA-1643685
592	R-HSA-5603041	IRAK4 deficiency (TLR2/4) R-HSA-5603041	Diseases associated with the TLR signaling cascade R-HSA-5602358	Disease R-HSA-1643685
593	R-HSA-9758274	Regulation of NF-kappa B signaling R-HSA-9758274		Immune System R-HSA-168256
594	R-HSA-5602498	MyD88 deficiency (TLR2/4) R-HSA-5602498	Diseases associated with the TLR signaling cascade R-HSA-5602358	Disease R-HSA-1643685
595	R-HSA-1810476	RIP-mediated NFkB activation via ZBP1 R-HSA-1810476		Immune System R-HSA-168256
596	R-HSA-2033519	Activated point mutants of FGFR2 R-HSA-2033519		Disease R-HSA-1643685
597	R-HSA-2559584	Formation of Senescence-Associated Heterochromatin Foci (SAHF) R-HSA-2559584	Cellular responses to stimuli R-HSA-8953897	Cellular responses to stimuli R-HSA-8953897
598	R-HSA-9659787	Aberrant regulation of mitotic G1/S transition in cancer due to RB1 defects R-HSA-9659787		Disease R-HSA-1643685
599	R-HSA-5676594	TNF receptor superfamily (TNFSF) members mediating non-canonical NF-kB pathway R-HSA-5676594	Cytokine Signaling in Immune system R-HSA-1280215	Immune System R-HSA-168256
600	R-HSA-6788467	IL-6-type cytokine receptor ligand interactions R-HSA-6788467	Cytokine Signaling in Immune system R-HSA-1280215	Immune System R-HSA-168256
601	R-HSA-936964	Activation of IRF3, IRF7 mediated by TBK1, IKBKE R-HSA-936964		Immune System R-HSA-168256
602	R-HSA-9661069	Defective binding of RB1 mutants to E2F1,(E2F2, E2F3) R-HSA-9661069	Aberrant regulation of mitotic cell cycle due to RB1 defects R-HSA-9687139	Disease R-HSA-1643685
603	R-HSA-9651496	Defects of contact activation system (CAS) and kallikrein/kinin system (KKS) R-HSA-9651496		Disease R-HSA-1643685
604	R-HSA-844456	The NLRP3 inflammasome R-HSA-844456	Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways R-HSA-168643	Immune System R-HSA-168256
605	R-HSA-5684264	MAP3K8 (TPL2)-dependent MAPK1/3 activation R-HSA-5684264		Immune System R-HSA-168256
606	R-HSA-937072	TRAF6-mediated induction of TAK1 complex within TLR4 complex R-HSA-937072	Toll-like Receptor Cascades R-HSA-168898	Immune System R-HSA-168256
607	R-HSA-1834941	STING mediated induction of host immune responses R-HSA-1834941		Immune System R-HSA-168256
608	R-HSA-392517	Rap1 signalling R-HSA-392517		Immune System R-HSA-168256
609	R-HSA-140534	Caspase activation via Death Receptors in the presence of ligand R-HSA-140534		Programmed Cell Death R-HSA-5357801
610	R-HSA-9703648	Signaling by FLT3 ITD and TKD mutants R-HSA-9703648		Disease R-HSA-1643685
611	R-HSA-9735871	SARS-CoV-1 targets host intracellular signalling and regulatory pathways R-HSA-9735871		Disease R-HSA-1643685
612	R-HSA-9665348	Signaling by ERBB2 ECD mutants R-HSA-9665348		Disease R-HSA-1643685
613	R-HSA-2691232	Constitutive Signaling by NOTCH1 HD Domain Mutants R-HSA-2691232		Disease R-HSA-1643685
614	R-HSA-5339716	Signaling by GSK3beta mutants R-HSA-5339716		Disease R-HSA-1643685
615	R-HSA-1170546	Prolactin receptor signaling R-HSA-1170546		Immune System R-HSA-168256
616	R-HSA-5637810	Constitutive Signaling by EGFRvIII R-HSA-5637810		Disease R-HSA-1643685
617	R-HSA-5358751	CTNNB1 S45 mutants aren't phosphorylated R-HSA-5358751	Diseases of signal transduction by growth factor receptors and second messengers R-HSA-5663202	Disease R-HSA-1643685
618	R-HSA-975163	IRAK2 mediated activation of TAK1 complex upon TLR7/8 or 9 stimulation R-HSA-975163		Immune System R-HSA-168256
619	R-HSA-2691230	Signaling by NOTCH1 HD Domain Mutants in Cancer R-HSA-2691230		Disease R-HSA-1643685
620	R-HSA-111447	Activation of BAD and translocation to mitochondria  R-HSA-111447		Programmed Cell Death R-HSA-5357801
621	R-HSA-5358747	CTNNB1 S33 mutants aren't phosphorylated R-HSA-5358747	Diseases of signal transduction by growth factor receptors and second messengers R-HSA-5663202	Disease R-HSA-1643685
622	R-HSA-918233	TRAF3-dependent IRF activation pathway R-HSA-918233		Immune System R-HSA-168256
623	R-HSA-5358749	CTNNB1 S37 mutants aren't phosphorylated R-HSA-5358749	Diseases of signal transduction by growth factor receptors and second messengers R-HSA-5663202	Disease R-HSA-1643685
624	R-HSA-3134975	Regulation of innate immune responses to cytosolic DNA R-HSA-3134975		Immune System R-HSA-168256
625	R-HSA-9648895	Response of EIF2AK1 (HRI) to heme deficiency R-HSA-9648895		Cellular responses to stimuli R-HSA-8953897
626	R-HSA-5358752	CTNNB1 T41 mutants aren't phosphorylated R-HSA-5358752	Diseases of signal transduction by growth factor receptors and second messengers R-HSA-5663202	Disease R-HSA-1643685
627	R-HSA-5637812	Signaling by EGFRvIII in Cancer R-HSA-5637812		Disease R-HSA-1643685
628	R-HSA-9706369	Negative regulation of FLT3 R-HSA-9706369		Immune System R-HSA-168256
629	R-HSA-4839743	Signaling by CTNNB1 phospho-site mutants R-HSA-4839743		Disease R-HSA-1643685
630	R-HSA-5660526	Response to metal ions R-HSA-5660526		Cellular responses to stimuli R-HSA-8953897
631	R-HSA-4839735	Signaling by AXIN mutants R-HSA-4839735		Disease R-HSA-1643685
632	R-HSA-877312	Regulation of IFNG signaling R-HSA-877312		Immune System R-HSA-168256
633	R-HSA-5467340	AXIN missense mutants destabilize the destruction complex R-HSA-5467340	Diseases of signal transduction by growth factor receptors and second messengers R-HSA-5663202	Disease R-HSA-1643685
634	R-HSA-5467337	APC truncation mutants have impaired AXIN binding R-HSA-5467337	Diseases of signal transduction by growth factor receptors and second messengers R-HSA-5663202	Disease R-HSA-1643685
635	R-HSA-4839748	Signaling by AMER1 mutants R-HSA-4839748		Disease R-HSA-1643685
636	R-HSA-4839744	Signaling by APC mutants R-HSA-4839744		Disease R-HSA-1643685
637	R-HSA-8983432	Interleukin-15 signaling R-HSA-8983432		Immune System R-HSA-168256
638	R-HSA-975144	IRAK1 recruits IKK complex upon TLR7/8 or 9 stimulation R-HSA-975144	Toll-like Receptor Cascades R-HSA-168898	Immune System R-HSA-168256
639	R-HSA-937039	IRAK1 recruits IKK complex R-HSA-937039	Toll-like Receptor Cascades R-HSA-168898	Immune System R-HSA-168256
640	R-HSA-5467348	Truncations of AMER1 destabilize the destruction complex R-HSA-5467348	Diseases of signal transduction by growth factor receptors and second messengers R-HSA-5663202	Disease R-HSA-1643685
641	R-HSA-111461	Cytochrome c-mediated apoptotic response R-HSA-111461		Programmed Cell Death R-HSA-5357801
642	R-HSA-879415	Advanced glycosylation endproduct receptor signaling R-HSA-879415		Immune System R-HSA-168256
643	R-HSA-3270619	IRF3-mediated induction of type I IFN R-HSA-3270619	STING mediated induction of host immune responses R-HSA-1834941	Immune System R-HSA-168256
644	R-HSA-933543	NF-kB activation through FADD/RIP-1 pathway mediated by caspase-8 and -10 R-HSA-933543		Immune System R-HSA-168256
645	R-HSA-9637687	Suppression of phagosomal maturation R-HSA-9637687	Response of Mtb to phagocytosis R-HSA-9637690	Disease R-HSA-1643685
646	R-HSA-1679131	Trafficking and processing of endosomal TLR R-HSA-1679131	Toll-like Receptor Cascades R-HSA-168898	Immune System R-HSA-168256
647	R-HSA-975110	TRAF6 mediated IRF7 activation in TLR7/8 or 9 signaling R-HSA-975110		Immune System R-HSA-168256
648	R-HSA-9673767	Signaling by PDGFRA transmembrane, juxtamembrane and kinase domain mutants R-HSA-9673767		Disease R-HSA-1643685
649	R-HSA-381033	ATF6 (ATF6-alpha) activates chaperones R-HSA-381033		Cellular responses to stimuli R-HSA-8953897
650	R-HSA-9020558	Interleukin-2 signaling R-HSA-9020558		Immune System R-HSA-168256
651	R-HSA-9673770	Signaling by PDGFRA extracellular domain mutants R-HSA-9673770		Disease R-HSA-1643685
652	R-HSA-1839130	Signaling by activated point mutants of FGFR3 R-HSA-1839130		Disease R-HSA-1643685
653	R-HSA-9755779	SARS-CoV-2 targets host intracellular signalling and regulatory pathways R-HSA-9755779		Disease R-HSA-1643685
654	R-HSA-2033514	FGFR3 mutant receptor activation R-HSA-2033514		Disease R-HSA-1643685
655	R-HSA-9700645	ALK mutants bind TKIs R-HSA-9700645	Diseases of signal transduction by growth factor receptors and second messengers R-HSA-5663202	Disease R-HSA-1643685
656	R-HSA-9013973	TICAM1-dependent activation of IRF3/IRF7 R-HSA-9013973		Immune System R-HSA-168256
657	R-HSA-8984722	Interleukin-35 Signalling R-HSA-8984722		Immune System R-HSA-168256
658	R-HSA-9818030	NFE2L2 regulating tumorigenic genes R-HSA-9818030	Cellular responses to stimuli R-HSA-8953897	Cellular responses to stimuli R-HSA-8953897
659	R-HSA-5655291	Signaling by FGFR4 in disease R-HSA-5655291		Disease R-HSA-1643685
660	R-HSA-1234158	Regulation of gene expression by Hypoxia-inducible Factor R-HSA-1234158		Cellular responses to stimuli R-HSA-8953897
661	R-HSA-9020956	Interleukin-27 signaling R-HSA-9020956		Immune System R-HSA-168256
662	R-HSA-5607763	CLEC7A (Dectin-1) induces NFAT activation R-HSA-5607763		Immune System R-HSA-168256
663	R-HSA-3371378	Regulation by c-FLIP R-HSA-3371378		Programmed Cell Death R-HSA-5357801
664	R-HSA-9634285	Constitutive Signaling by Overexpressed ERBB2 R-HSA-9634285		Disease R-HSA-1643685
665	R-HSA-111458	Formation of apoptosome R-HSA-111458	Intrinsic Pathway for Apoptosis R-HSA-109606	Programmed Cell Death R-HSA-5357801
666	R-HSA-1839122	Signaling by activated point mutants of FGFR1 R-HSA-1839122		Disease R-HSA-1643685
667	R-HSA-9627069	Regulation of the apoptosome activity R-HSA-9627069		Programmed Cell Death R-HSA-5357801
668	R-HSA-9708530	Regulation of BACH1 activity R-HSA-9708530		Cellular responses to stimuli R-HSA-8953897
669	R-HSA-5218900	CASP8 activity is inhibited R-HSA-5218900	Regulation of necroptotic cell death R-HSA-5675482	Programmed Cell Death R-HSA-5357801
670	R-HSA-1059683	Interleukin-6 signaling R-HSA-1059683		Immune System R-HSA-168256
671	R-HSA-9645460	Alpha-protein kinase 1 signaling pathway R-HSA-9645460		Immune System R-HSA-168256
672	R-HSA-69416	Dimerization of procaspase-8 R-HSA-69416	Caspase activation via extrinsic apoptotic signalling pathway R-HSA-5357769	Programmed Cell Death R-HSA-5357801
673	R-HSA-9014325	TICAM1,TRAF6-dependent induction of TAK1 complex R-HSA-9014325	Toll-like Receptor Cascades R-HSA-168898	Immune System R-HSA-168256
674	R-HSA-5661231	Metallothioneins bind metals R-HSA-5661231	Cellular responses to stimuli R-HSA-8953897	Cellular responses to stimuli R-HSA-8953897
675	R-HSA-9020958	Interleukin-21 signaling R-HSA-9020958		Immune System R-HSA-168256
676	R-HSA-418889	Caspase activation via Dependence Receptors in the absence of ligand R-HSA-418889		Programmed Cell Death R-HSA-5357801
677	R-HSA-164940	Nef mediated downregulation of MHC class I complex cell surface expression R-HSA-164940		Disease R-HSA-1643685
678	R-HSA-450341	Activation of the AP-1 family of transcription factors R-HSA-450341		Immune System R-HSA-168256
679	R-HSA-381183	ATF6 (ATF6-alpha) activates chaperone genes R-HSA-381183		Cellular responses to stimuli R-HSA-8953897
680	R-HSA-9702518	STAT5 activation downstream of FLT3 ITD mutants R-HSA-9702518		Disease R-HSA-1643685
681	R-HSA-937042	IRAK2 mediated activation of TAK1 complex R-HSA-937042		Immune System R-HSA-168256
682	R-HSA-2562578	TRIF-mediated programmed cell death R-HSA-2562578	Toll-like Receptor Cascades R-HSA-168898	Immune System R-HSA-168256
683	R-HSA-139915	Activation of PUMA and translocation to mitochondria R-HSA-139915		Programmed Cell Death R-HSA-5357801
684	R-HSA-9662834	CD163 mediating an anti-inflammatory response R-HSA-9662834		Disease R-HSA-1643685
685	R-HSA-8985947	Interleukin-9 signaling R-HSA-8985947		Immune System R-HSA-168256
686	R-HSA-9636383	Prevention of phagosomal-lysosomal fusion R-HSA-9636383	Response of Mtb to phagocytosis R-HSA-9637690	Disease R-HSA-1643685
687	R-HSA-2025928	Calcineurin activates NFAT R-HSA-2025928		Immune System R-HSA-168256
688	R-HSA-448706	Interleukin-1 processing R-HSA-448706	Cytokine Signaling in Immune system R-HSA-1280215	Immune System R-HSA-168256
689	R-HSA-167590	Nef Mediated CD4 Down-regulation R-HSA-167590		Disease R-HSA-1643685
690	R-HSA-8983711	OAS antiviral response R-HSA-8983711		Immune System R-HSA-168256
691	R-HSA-9668250	Defective factor IX causes hemophilia B R-HSA-9668250	Defects of contact activation system (CAS) and kallikrein/kinin system (KKS) R-HSA-9651496	Disease R-HSA-1643685
692	R-HSA-9840373	Cellular response to mitochondrial stress R-HSA-9840373		Cellular responses to stimuli R-HSA-8953897
693	R-HSA-9020933	Interleukin-23 signaling R-HSA-9020933		Immune System R-HSA-168256
694	R-HSA-111453	BH3-only proteins associate with and inactivate anti-apoptotic BCL-2 members R-HSA-111453		Programmed Cell Death R-HSA-5357801
695	R-HSA-8874211	CREB3 factors activate genes R-HSA-8874211		Cellular responses to stimuli R-HSA-8953897
696	R-HSA-9726840	SHOC2 M1731 mutant abolishes MRAS complex function R-HSA-9726840	Diseases of signal transduction by growth factor receptors and second messengers R-HSA-5663202	Disease R-HSA-1643685
697	R-HSA-5340588	Signaling by RNF43 mutants R-HSA-5340588		Disease R-HSA-1643685
698	R-HSA-9818749	Regulation of NFE2L2 gene expression R-HSA-9818749		Cellular responses to stimuli R-HSA-8953897
699	R-HSA-164944	Nef and signal transduction R-HSA-164944		Disease R-HSA-1643685
700	R-HSA-9818032	NFE2L2 regulating MDR associated enzymes R-HSA-9818032	Cellular responses to stimuli R-HSA-8953897	Cellular responses to stimuli R-HSA-8953897
701	R-HSA-111469	SMAC, XIAP-regulated apoptotic response R-HSA-111469		Programmed Cell Death R-HSA-5357801
702	R-HSA-5638302	Signaling by Overexpressed Wild-Type EGFR in Cancer R-HSA-5638302		Disease R-HSA-1643685
703	R-HSA-174577	Activation of C3 and C5 R-HSA-174577		Immune System R-HSA-168256
704	R-HSA-3304351	Signaling by TGF-beta Receptor Complex in Cancer R-HSA-3304351		Disease R-HSA-1643685
705	R-HSA-9732724	IFNG signaling activates MAPKs R-HSA-9732724		Immune System R-HSA-168256
706	R-HSA-9660537	Signaling by MRAS-complex mutants R-HSA-9660537		Disease R-HSA-1643685
707	R-HSA-9818028	NFE2L2 regulates pentose phosphate pathway genes R-HSA-9818028	Cellular responses to stimuli R-HSA-8953897	Cellular responses to stimuli R-HSA-8953897
708	R-HSA-9726842	Gain-of-function MRAS complexes activate RAF signaling R-HSA-9726842		Disease R-HSA-1643685
709	R-HSA-9012546	Interleukin-18 signaling R-HSA-9012546		Immune System R-HSA-168256
710	R-HSA-166662	Lectin pathway of complement activation R-HSA-166662		Immune System R-HSA-168256
711	R-HSA-166665	Terminal pathway of complement R-HSA-166665	Complement cascade R-HSA-166658	Immune System R-HSA-168256
712	R-HSA-5638303	Inhibition of Signaling by Overexpressed EGFR R-HSA-5638303		Disease R-HSA-1643685
713	R-HSA-9652817	Signaling by MAPK mutants R-HSA-9652817		Disease R-HSA-1643685
714	R-HSA-3304349	Loss of Function of SMAD2/3 in Cancer R-HSA-3304349	Diseases of signal transduction by growth factor receptors and second messengers R-HSA-5663202	Disease R-HSA-1643685
715	R-HSA-2660826	Constitutive Signaling by NOTCH1 t(7;9)(NOTCH1:M1580_K2555) Translocation Mutant R-HSA-2660826		Disease R-HSA-1643685
716	R-HSA-9662001	Defective factor VIII causes hemophilia A R-HSA-9662001	Defects of contact activation system (CAS) and kallikrein/kinin system (KKS) R-HSA-9651496	Disease R-HSA-1643685
717	R-HSA-9664535	LTC4-CYSLTR mediated IL4 production R-HSA-9664535	Anti-inflammatory response favouring Leishmania parasite infection R-HSA-9662851	Disease R-HSA-1643685
718	R-HSA-111464	SMAC(DIABLO)-mediated dissociation of IAP:caspase complexes  R-HSA-111464	Intrinsic Pathway for Apoptosis R-HSA-109606	Programmed Cell Death R-HSA-5357801
719	R-HSA-111457	Release of apoptotic factors from the mitochondria R-HSA-111457	Intrinsic Pathway for Apoptosis R-HSA-109606	Programmed Cell Death R-HSA-5357801
720	R-HSA-9706377	FLT3 signaling by CBL mutants R-HSA-9706377		Disease R-HSA-1643685
721	R-HSA-9645135	STAT5 Activation R-HSA-9645135		Immune System R-HSA-168256
722	R-HSA-9014826	Interleukin-36 pathway R-HSA-9014826	Cytokine Signaling in Immune system R-HSA-1280215	Immune System R-HSA-168256
723	R-HSA-6802953	RAS signaling downstream of NF1 loss-of-function variants R-HSA-6802953		Disease R-HSA-1643685
724	R-HSA-182218	Nef Mediated CD8 Down-regulation R-HSA-182218		Disease R-HSA-1643685
725	R-HSA-3134963	DEx/H-box helicases activate type I IFN and inflammatory cytokines production  R-HSA-3134963		Immune System R-HSA-168256
726	R-HSA-5603029	IkBA variant leads to EDA-ID R-HSA-5603029	Diseases associated with the TLR signaling cascade R-HSA-5602358	Disease R-HSA-1643685
727	R-HSA-3656534	Loss of Function of TGFBR1 in Cancer R-HSA-3656534	Diseases of signal transduction by growth factor receptors and second messengers R-HSA-5663202	Disease R-HSA-1643685
728	R-HSA-2660825	Signaling by NOTCH1 t(7;9)(NOTCH1:M1580_K2555) Translocation Mutant R-HSA-2660825		Disease R-HSA-1643685
729	R-HSA-111463	SMAC (DIABLO) binds to IAPs  R-HSA-111463	Intrinsic Pathway for Apoptosis R-HSA-109606	Programmed Cell Death R-HSA-5357801
730	R-HSA-9635465	Suppression of apoptosis R-HSA-9635465	Response of Mtb to phagocytosis R-HSA-9637690	Disease R-HSA-1643685
731	R-HSA-3656532	TGFBR1 KD Mutants in Cancer R-HSA-3656532	Diseases of signal transduction by growth factor receptors and second messengers R-HSA-5663202	Disease R-HSA-1643685
732	R-HSA-5660668	CLEC7A/inflammasome pathway R-HSA-5660668	CLEC7A (Dectin-1) signaling R-HSA-5607764	Immune System R-HSA-168256
733	R-HSA-9706374	FLT3 signaling through SRC family kinases R-HSA-9706374		Immune System R-HSA-168256
734	R-HSA-111459	Activation of caspases through apoptosome-mediated cleavage R-HSA-111459		Programmed Cell Death R-HSA-5357801
735	R-HSA-3304356	SMAD2/3 Phosphorylation Motif Mutants in Cancer R-HSA-3304356	Diseases of signal transduction by growth factor receptors and second messengers R-HSA-5663202	Disease R-HSA-1643685
736	R-HSA-5339717	Signaling by LRP5 mutants  R-HSA-5339717		Disease R-HSA-1643685
737	R-HSA-9673221	Defective F9 activation R-HSA-9673221		Disease R-HSA-1643685
738	R-HSA-9013957	TLR3-mediated TICAM1-dependent programmed cell death R-HSA-9013957	Toll-like Receptor Cascades R-HSA-168898	Immune System R-HSA-168256
739	R-HSA-173736	Alternative complement activation R-HSA-173736		Immune System R-HSA-168256
740	R-HSA-1606341	IRF3 mediated activation of type 1 IFN R-HSA-1606341		Immune System R-HSA-168256
741	R-HSA-9818035	NFE2L2 regulating ER-stress associated genes R-HSA-9818035	Cellular responses to stimuli R-HSA-8953897	Cellular responses to stimuli R-HSA-8953897
742	R-HSA-9673768	Signaling by membrane-tethered fusions of PDGFRA or PDGFRB R-HSA-9673768		Disease R-HSA-1643685
743	R-HSA-9707587	Regulation of HMOX1 expression and activity R-HSA-9707587		Cellular responses to stimuli R-HSA-8953897
744	R-HSA-1169092	Activation of RAS in B cells R-HSA-1169092		Immune System R-HSA-168256
