	ensembl_gene_id	external_gene_name
34782	ENSG00000101473	ACOT8
34783	ENSG00000271378	RBISP2
34784	ENSG00000228212	OFD1P17
34785	ENSG00000239397	
34786	ENSG00000242493	RN7SL37P
34787	ENSG00000254626	
34788	ENSG00000270558	
34789	ENSG00000255618	LINC02440
34790	ENSG00000251880	RNU7-75P
34791	ENSG00000185742	C11orf87
34792	ENSG00000250539	KRT8P33
34793	ENSG00000249400	HMGB3P17
34794	ENSG00000257820	MRPS6P4
34795	ENSG00000256870	SLC5A8
34796	ENSG00000116299	ELAPOR1
34797	ENSG00000254482	
34798	ENSG00000140955	ADAD2
34799	ENSG00000254471	
34800	ENSG00000168944	CEP120
34801	ENSG00000239600	
34802	ENSG00000149534	MS4A2
34803	ENSG00000266710	RN7SL48P
34804	ENSG00000131845	ZNF304
34805	ENSG00000223731	SUPT20HL1
34806	ENSG00000186076	
34807	ENSG00000273778	MIR6765
34808	ENSG00000257622	
34809	ENSG00000102393	GLA
34810	ENSG00000188596	CFAP54
34811	ENSG00000179364	PACS2
34812	ENSG00000213096	ZNF254
34813	ENSG00000250685	
34814	ENSG00000252017	RNU6-1194P
34815	ENSG00000223040	RN7SKP144
34816	ENSG00000253081	RNU4ATAC17P
34817	ENSG00000207815	MIR563
34818	ENSG00000207163	RNU6-905P
34819	ENSG00000263988	RN7SL147P
34820	ENSG00000244169	RN7SL120P
34821	ENSG00000285597	
34822	ENSG00000254424	
34823	ENSG00000235390	
34824	ENSG00000271898	MIR4791
34825	ENSG00000266745	MIR3135A
34826	ENSG00000212269	RNU6-788P
34827	ENSG00000206728	Y_RNA
34828	ENSG00000281863	
34829	ENSG00000199815	
34830	ENSG00000214782	MS4A18
34831	ENSG00000238912	Y_RNA
34832	ENSG00000259433	
34833	ENSG00000199927	
34834	ENSG00000201545	RNU4-85P
34835	ENSG00000238941	RNU6-953P
34836	ENSG00000166558	SLC38A8
34837	ENSG00000199577	RNU6-822P
34838	ENSG00000283885	MIR3714
34839	ENSG00000265376	MIR466
34840	ENSG00000276147	MIR548AY
34841	ENSG00000281710	U3
34842	ENSG00000206807	RNU6-815P
34843	ENSG00000199609	RNA5SP124
34844	ENSG00000171766	GATM
34845	ENSG00000212442	RNU6-243P
34846	ENSG00000287006	
34847	ENSG00000275090	RN7SL296P
34848	ENSG00000222983	RNA5SP127
34849	ENSG00000202175	RNA5SP128
34850	ENSG00000201315	RN7SKP227
34851	ENSG00000166961	MS4A15
34852	ENSG00000252700	RNU7-110P
34853	ENSG00000207625	MIR128-2
34854	ENSG00000206645	Y_RNA
34855	ENSG00000199514	RNU6-235P
34856	ENSG00000202268	U3
34857	ENSG00000252562	RNU6-922P
34858	ENSG00000239105	RNU7-73P
34859	ENSG00000210181	RNU6ATAC4P
34860	ENSG00000272543	MIR4787
34861	ENSG00000252980	RNU6-367P
34862	ENSG00000252768	RNU6-856P
34863	ENSG00000221518	RNU6ATAC16P
34864	ENSG00000200222	U3
34865	ENSG00000283298	MIR4272
34866	ENSG00000252828	RNA5SP135
34867	ENSG00000244632	RN7SL863P
34868	ENSG00000252449	RNU6-139P
34869	ENSG00000252301	RNA5SP134
34870	ENSG00000169896	ITGAM
34871	ENSG00000243957	RN7SL647P
34872	ENSG00000252937	RNU6-1270P
34873	ENSG00000228568	RPS15AP13
34874	ENSG00000276890	Metazoa_SRP
34875	ENSG00000239119	RNU7-119P
34876	ENSG00000277592	Metazoa_SRP
34877	ENSG00000223247	RNU2-64P
34878	ENSG00000252420	Y_RNA
34879	ENSG00000222031	
34880	ENSG00000204548	DEFB121
34881	ENSG00000196724	ZNF418
34882	ENSG00000238959	RNU7-19P
34883	ENSG00000281426	MIR548BB
34884	ENSG00000226034	NANOGNBP1
34885	ENSG00000212211	U3
34886	ENSG00000229131	
34887	ENSG00000252184	RNU2-10P
34888	ENSG00000283894	MIR1324
34889	ENSG00000222934	RN7SKP284
34890	ENSG00000244063	
34891	ENSG00000202322	RNA5SP131
34892	ENSG00000230991	
34893	ENSG00000283367	
34894	ENSG00000212340	RNU6-739P
34895	ENSG00000180424	DEFB123
34896	ENSG00000239250	RN7SL271P
34897	ENSG00000235840	
34898	ENSG00000207316	Y_RNA
34899	ENSG00000206939	RNU6-281P
34900	ENSG00000212598	U3
34901	ENSG00000240964	RN7SL751P
34902	ENSG00000200703	RNU6-873P
34903	ENSG00000184111	RPL11P4
34904	ENSG00000265193	MIR3923
34905	ENSG00000265355	MIR3136
34906	ENSG00000264313	RN7SL644P
34907	ENSG00000222389	RNU2-28P
34908	ENSG00000180383	DEFB124
34909	ENSG00000224222	LINC02636
34910	ENSG00000266396	MIR4273
34911	ENSG00000222574	RN7SKP61
34912	ENSG00000275108	U7
34913	ENSG00000251773	RNU6-1129P
34914	ENSG00000088320	REM1
34915	ENSG00000265328	MIR548AB
34916	ENSG00000264897	MIR3921
34917	ENSG00000252889	RNU6-1236P
34918	ENSG00000207954	MIR138-1
34919	ENSG00000221206	RNU6ATAC15P
34920	ENSG00000222490	RNU6-712P
34921	ENSG00000163075	CFAP221
34922	ENSG00000265956	MIR4445
34923	ENSG00000042286	AIFM2
34924	ENSG00000201065	RNU6-461P
34925	ENSG00000207310	RNU6-1127P
34926	ENSG00000243359	RN7SL815P
34927	ENSG00000241156	RN7SL582P
34928	ENSG00000261915	
34929	ENSG00000201922	RNU1-43P
34930	ENSG00000275670	MIR8076
34931	ENSG00000264477	MIR5682
34932	ENSG00000265433	MIR4447
34933	ENSG00000200372	RNU5E-8P
34934	ENSG00000278072	
34935	ENSG00000274732	
34936	ENSG00000252965	Y_RNA
34937	ENSG00000252651	RNU6-557P
34938	ENSG00000207940	MIR567
34939	ENSG00000201426	Y_RNA
34940	ENSG00000265253	MIR4446
34941	ENSG00000221633	U3
34942	ENSG00000212344	RNU6-823P
34943	ENSG00000197951	ZNF71
34944	ENSG00000202388	Y_RNA
34945	ENSG00000275067	MIR6825
34946	ENSG00000233354	LINC00028
34947	ENSG00000276083	MIR7976
34948	ENSG00000079332	SAR1A
34949	ENSG00000201288	RNU6-1047P
34950	ENSG00000206889	RNU6-1200P
34951	ENSG00000212556	Y_RNA
34952	ENSG00000284421	MIR7110
34953	ENSG00000277635	Metazoa_SRP
34954	ENSG00000101294	HM13
34955	ENSG00000200571	RNU6-1284P
34956	ENSG00000201325	RNA5SP142
34957	ENSG00000274598	
34958	ENSG00000252914	RNU6-789P
34959	ENSG00000271922	
34960	ENSG00000258177	
34961	ENSG00000201398	U8
34962	ENSG00000276900	
34963	ENSG00000265813	RN7SL300P
34964	ENSG00000275669	MIR6744
34965	ENSG00000266645	MIR4299
34966	ENSG00000278529	MIR8070
34967	ENSG00000200389	RNU6-509P
34968	ENSG00000212365	RNA5SP332
34969	ENSG00000276308	
34970	ENSG00000272020	RNU1-30P
34971	ENSG00000253072	
34972	ENSG00000272096	RN7SL715P
34973	ENSG00000221703	MIR302E
34974	ENSG00000251991	RNU7-49P
34975	ENSG00000222778	RNA5SP144
34976	ENSG00000284094	MIR6073
34977	ENSG00000206604	RNU6-425P
34978	ENSG00000201059	RNA5SP336
34979	ENSG00000171435	KSR2
34980	ENSG00000251751	RN7SKP46
34981	ENSG00000252816	RNA5SP337
34982	ENSG00000251804	RNU6-1294P
34983	ENSG00000200687	RNA5SP335
34984	ENSG00000202125	RNU1-100P
34985	ENSG00000265210	MIR4486
34986	ENSG00000201778	Y_RNA
34987	ENSG00000207407	
34988	ENSG00000251759	RN7SKP298
34989	ENSG00000264309	MIR4694
34990	ENSG00000171827	ZNF570
34991	ENSG00000207323	RNU6-901P
34992	ENSG00000252519	RNU6-783P
34993	ENSG00000222357	RNU2-20P
34994	ENSG00000207252	Y_RNA
34995	ENSG00000222499	RN7SKP177
34996	ENSG00000278483	MIR8087
34997	ENSG00000212289	RNA5SP339
34998	ENSG00000200052	Y_RNA
34999	ENSG00000207874	MIR610
35000	ENSG00000201217	Y_RNA
35001	ENSG00000200615	Y_RNA
35002	ENSG00000252581	RNU6-1098P
35003	ENSG00000215041	NEURL4
35004	ENSG00000222427	RNA5SP338
35005	ENSG00000238924	RNU7-82P
35006	ENSG00000273677	
35007	ENSG00000200118	Y_RNA
35008	ENSG00000243505	RN7SL240P
35009	ENSG00000101945	SUV39H1
35010	ENSG00000201800	Y_RNA
35011	ENSG00000278822	
35012	ENSG00000283474	MIR6828
35013	ENSG00000278045	
35014	ENSG00000207963	MIR569
35015	ENSG00000222506	Y_RNA
35016	ENSG00000276530	
35017	ENSG00000207717	MIR551B
35018	ENSG00000200162	Y_RNA
35019	ENSG00000273908	
35020	ENSG00000200288	
35021	ENSG00000277119	
35022	ENSG00000199536	RNU6-315P
35023	ENSG00000275868	MIR8054
35024	ENSG00000212551	U3
35025	ENSG00000199858	RNU6-1120P
35026	ENSG00000251838	
35027	ENSG00000252082	RNU6-547P
35028	ENSG00000201591	RNU6-99P
35029	ENSG00000206777	RNU6-637P
35030	ENSG00000263389	MIR3973
35031	ENSG00000242201	RN7SL215P
35032	ENSG00000206806	Y_RNA
35033	ENSG00000239093	
35034	ENSG00000252922	RNU6-365P
35035	ENSG00000201860	Y_RNA
35036	ENSG00000222385	RN7SKP158
35037	ENSG00000221251	MIR1263
35038	ENSG00000273912	MIR8068
35039	ENSG00000283333	MIR7977
35040	ENSG00000265014	MIR3160-1
35041	ENSG00000201229	SNORA63D
35042	ENSG00000283497	MIR3160-2
35043	ENSG00000263540	MIR5582
35044	ENSG00000207114	RNU6-348P
35045	ENSG00000252427	
35046	ENSG00000253020	RN7SKP40
35047	ENSG00000212135	SNORD67
35048	ENSG00000202502	RNA5SP151
35049	ENSG00000264559	MIR3162
35050	ENSG00000223223	RN7SKP192
35051	ENSG00000199986	RNU6-486P
35052	ENSG00000212146	RNU6-910P
35053	ENSG00000283326	MIR6860
35054	ENSG00000223013	RNA5SP344
35055	ENSG00000207156	RNU6-505P
35056	ENSG00000200146	RNU6-544P
35057	ENSG00000199488	RNU1-70P
35058	ENSG00000206816	Y_RNA
35059	ENSG00000216058	MIR944
35060	ENSG00000200355	SNORA72
35061	ENSG00000211997	MIR708
35062	ENSG00000206638	RNU6-672P
35063	ENSG00000277118	Metazoa_SRP
35064	ENSG00000096006	CRISP3
35065	ENSG00000238880	RNU7-59P
35066	ENSG00000252172	RNU6-720P
35067	ENSG00000266570	MIR5579
35068	ENSG00000264110	MIR4300
35069	ENSG00000252302	RNA5SP147
35070	ENSG00000276669	Metazoa_SRP
35071	ENSG00000253092	
35072	ENSG00000223015	RNU6-1135P
35073	ENSG00000201458	RNU4-4P
35074	ENSG00000202522	Y_RNA
35075	ENSG00000264974	MIR4789
35076	ENSG00000266317	RN7SL703P
35077	ENSG00000265064	MIR4692
35078	ENSG00000207113	RNU6-16P
35079	ENSG00000251854	RNU6-507P
35080	ENSG00000206690	Y_RNA
35081	ENSG00000207370	Y_RNA
35082	ENSG00000272036	MIR139
35083	ENSG00000199792	RNU6-1233P
35084	ENSG00000251919	RNU7-105P
35085	ENSG00000251730	
35086	ENSG00000240202	RN7SL223P
35087	ENSG00000201648	RNU4-91P
35088	ENSG00000283412	U6
35089	ENSG00000199363	SNORA63E
35090	ENSG00000200877	RNU6-560P
35091	ENSG00000201452	RNU6-1317P
35092	ENSG00000199315	RNA5SP347
35093	ENSG00000223117	RN7SKP296
35094	ENSG00000126246	IGFLR1
35095	ENSG00000207299	
35096	ENSG00000276074	
35097	ENSG00000263885	MIR3920
35098	ENSG00000276690	
35099	ENSG00000242165	RN7SL222P
35100	ENSG00000232828	
35101	ENSG00000278026	
35102	ENSG00000199875	Y_RNA
35103	ENSG00000199839	RNA5SP150
35104	ENSG00000206723	RNU6-1056P
35105	ENSG00000202314	SNORD6
35106	ENSG00000201810	U8
35107	ENSG00000275146	
35108	ENSG00000171433	GLOD5
35109	ENSG00000222675	RNA5SP146
35110	ENSG00000273885	
35111	ENSG00000252336	RNA5SP148
35112	ENSG00000207112	SNORA25
35113	ENSG00000285245	
35114	ENSG00000206644	RNU6-1279P
35115	ENSG00000223269	RN7SKP53
35116	ENSG00000207651	MIR28
35117	ENSG00000206799	SNORA32
35118	ENSG00000241868	RN7SL434P
35119	ENSG00000206834	SNORA1
35120	ENSG00000243339	RN7SL738P
35121	ENSG00000258308	
35122	ENSG00000207304	SNORA8
35123	ENSG00000243991	RN7SL447P
35124	ENSG00000239195	SNORD5
35125	ENSG00000284146	MIR922
35126	ENSG00000207145	SNORA18
35127	ENSG00000212489	RNU6-1109P
35128	ENSG00000284458	MIR1304
35129	ENSG00000243398	RN7SL141P
35130	ENSG00000210825	SNORA40
35131	ENSG00000222335	Y_RNA
35132	ENSG00000243171	
35133	ENSG00000212466	RNU6-952P
35134	ENSG00000274097	RNA5SP535
35135	ENSG00000251003	ZFPM2-AS1
35136	ENSG00000139726	DENR
35137	ENSG00000280773	
35138	ENSG00000206911	Y_RNA
35139	ENSG00000200047	RN7SKP115
35140	ENSG00000144820	ADGRG7
35141	ENSG00000253146	CIR1P1
35142	ENSG00000264200	MIR4693
35143	ENSG00000278640	Metazoa_SRP
35144	ENSG00000233585	ACAA2P1
35145	ENSG00000266703	MIR4490
35146	ENSG00000264997	SNORD39
35147	ENSG00000264760	MIR3141
35148	ENSG00000207367	RNU6-29P
35149	ENSG00000221552	MIR1303
35150	ENSG00000239153	
35151	ENSG00000274472	Y_RNA
35152	ENSG00000148288	GBGT1
35153	ENSG00000187682	ERAS
35154	ENSG00000221586	MIR1261
35155	ENSG00000272197	RN7SL803P
35156	ENSG00000200613	RNA5SP349
35157	ENSG00000241187	
35158	ENSG00000206772	RNU6-44P
35159	ENSG00000212397	
35160	ENSG00000238998	RNU7-187P
35161	ENSG00000207462	RNU6-376P
35162	ENSG00000170271	FAXDC2
35163	ENSG00000102109	PCSK1N
35164	ENSG00000223265	RNU6-592P
35165	ENSG00000275672	
35166	ENSG00000200496	U8
35167	ENSG00000239079	
35168	ENSG00000253420	
35169	ENSG00000200855	Y_RNA
35170	ENSG00000171763	SPATA5L1
35171	ENSG00000265357	MIR4493
35172	ENSG00000252870	
35173	ENSG00000199709	RNU4-23P
35174	ENSG00000254141	
35175	ENSG00000222844	RNU6-321P
35176	ENSG00000274999	MIR8052
35177	ENSG00000242673	RN7SL167P
35178	ENSG00000243601	RPL12P24
35179	ENSG00000222297	RNU6-1156P
35180	ENSG00000253526	
35181	ENSG00000200278	RNA5SP352
35182	ENSG00000201627	Y_RNA
35183	ENSG00000252255	RNU2-35P
35184	ENSG00000284020	MIR4697
35185	ENSG00000267120	
35186	ENSG00000283489	U6
35187	ENSG00000200879	SNORD14E
35188	ENSG00000207118	SNORD14D
35189	ENSG00000164830	OXR1
35190	ENSG00000229097	CALM2P2
35191	ENSG00000202252	SNORD14C
35192	ENSG00000102103	PQBP1
35193	ENSG00000232142	RPS25P9
35194	ENSG00000222774	RN7SKP121
35195	ENSG00000180817	PPA1
35196	ENSG00000265140	MIR4301
35197	ENSG00000223315	RN7SKP279
35198	ENSG00000199090	MIR326
35199	ENSG00000161265	U2AF1L4
35200	ENSG00000120254	MTHFD1L
35201	ENSG00000258355	
35202	ENSG00000286678	
35203	ENSG00000258053	
35204	ENSG00000279798	
35205	ENSG00000258123	LINC02444
35206	ENSG00000149273	RPS3
35207	ENSG00000239413	RPS27P23
35208	ENSG00000135517	MIP
35209	ENSG00000259342	
35210	ENSG00000252989	
35211	ENSG00000284386	MIR147B
35212	ENSG00000243495	GMFBP1
35213	ENSG00000259354	
35214	ENSG00000236193	LINC01953
35215	ENSG00000213431	
35216	ENSG00000201642	RNU6-865P
35217	ENSG00000240521	
35218	ENSG00000233329	RPS16P3
35219	ENSG00000287791	
35220	ENSG00000163751	CPA3
35221	ENSG00000104154	SLC30A4
35222	ENSG00000257405	
35223	ENSG00000287030	
35224	ENSG00000257476	LINC02459
35225	ENSG00000274879	
35226	ENSG00000251138	LINC02882
35227	ENSG00000250431	
35228	ENSG00000248739	
35229	ENSG00000260303	
35230	ENSG00000248748	MTND5P9
35231	ENSG00000179362	HMGN2P46
35232	ENSG00000198948	MFAP3L
35233	ENSG00000287198	
35234	ENSG00000241627	UBQLN4P1
35235	ENSG00000091428	RAPGEF4
35236	ENSG00000207516	SNORA41B
35237	ENSG00000258173	
35238	ENSG00000259681	
35239	ENSG00000259427	DPPA5P2
35240	ENSG00000163754	GYG1
35241	ENSG00000275709	
35242	ENSG00000075188	NUP37
35243	ENSG00000104164	BLOC1S6
35244	ENSG00000156521	TYSND1
35245	ENSG00000140678	ITGAX
35246	ENSG00000205155	PSENEN
35247	ENSG00000119440	LCN1P1
35248	ENSG00000277039	Metazoa_SRP
35249	ENSG00000263361	MIR378H
35250	ENSG00000252479	RNA5SP309
35251	ENSG00000250754	LINC02436
35252	ENSG00000230397	SPTLC1P1
35253	ENSG00000082516	GEMIN5
35254	ENSG00000285781	
35255	ENSG00000175164	ABO
35256	ENSG00000223834	
35257	ENSG00000286694	
35258	ENSG00000231855	
35259	ENSG00000222412	Y_RNA
35260	ENSG00000223540	RPS15AP5
35261	ENSG00000224250	
35262	ENSG00000201884	Y_RNA
35263	ENSG00000188223	
35264	ENSG00000273767	
35265	ENSG00000276742	
35266	ENSG00000107672	NSMCE4A
35267	ENSG00000267439	
35268	ENSG00000279411	
35269	ENSG00000256353	
35270	ENSG00000267796	LIN37
35271	ENSG00000257545	
35272	ENSG00000257885	PHB1P18
35273	ENSG00000256234	ITPR2-AS1
35274	ENSG00000238168	IFITM3P5
35275	ENSG00000096080	MRPS18A
35276	ENSG00000089053	ANAPC5
35277	ENSG00000267328	
35278	ENSG00000004776	HSPB6
35279	ENSG00000112146	FBXO9
35280	ENSG00000158604	TMED4
35281	ENSG00000267049	
35282	ENSG00000104903	LYL1
35283	ENSG00000273891	
35284	ENSG00000266897	
35285	ENSG00000285715	
35286	ENSG00000269651	
35287	ENSG00000285973	
35288	ENSG00000137962	ARHGAP29
35289	ENSG00000166189	HPS6
35290	ENSG00000224302	
35291	ENSG00000090661	CERS4
35292	ENSG00000229629	
35293	ENSG00000198728	LDB1
35294	ENSG00000279495	
35295	ENSG00000242085	RPS20P33
35296	ENSG00000226174	TEX22
35297	ENSG00000109466	KLHL2
35298	ENSG00000199279	RNU6-661P
35299	ENSG00000268942	CKS1BP3
35300	ENSG00000289492	
35301	ENSG00000241991	
35302	ENSG00000240436	RPL35AP14
35303	ENSG00000101337	TM9SF4
35304	ENSG00000102100	SLC35A2
35305	ENSG00000251602	MTA1-DT
35306	ENSG00000201843	Y_RNA
35307	ENSG00000186105	LRRC70
35308	ENSG00000204031	LCN1P2
35309	ENSG00000146856	AGBL3
35310	ENSG00000148296	SURF6
35311	ENSG00000182979	MTA1
35312	ENSG00000260170	
35313	ENSG00000145864	GABRB2
35314	ENSG00000200419	Y_RNA
35315	ENSG00000137767	SQOR
35316	ENSG00000213760	ATP6V1G2
35317	ENSG00000201451	Y_RNA
35318	ENSG00000148297	MED22
35319	ENSG00000261245	
35320	ENSG00000156886	ITGAD
35321	ENSG00000071794	HLTF
35322	ENSG00000204420	MPIG6B
35323	ENSG00000148840	PPRC1
35324	ENSG00000206941	SNORD15A
35325	ENSG00000207445	SNORD15B
35326	ENSG00000224647	
35327	ENSG00000072818	ACAP1
35328	ENSG00000158555	GDPD5
35329	ENSG00000101350	KIF3B
35330	ENSG00000277692	
35331	ENSG00000260757	
35332	ENSG00000156885	COX6A2
35333	ENSG00000227832	ST13P21
35334	ENSG00000286692	
35335	ENSG00000171456	ASXL1
35336	ENSG00000260464	
35337	ENSG00000237435	LINC02790
35338	ENSG00000277543	
35339	ENSG00000176723	ZNF843
35340	ENSG00000105971	CAV2
35341	ENSG00000251584	
35342	ENSG00000261474	
35343	ENSG00000151729	SLC25A4
35344	ENSG00000260267	
35345	ENSG00000230064	
35346	ENSG00000148303	RPL7A
35347	ENSG00000140691	ARMC5
35348	ENSG00000271717	
35349	ENSG00000167775	CD320
35350	ENSG00000287544	
35351	ENSG00000231996	
35352	ENSG00000273204	
35353	ENSG00000166197	NOLC1
35354	ENSG00000248396	TOMM22P4
35355	ENSG00000280799	DUX4L5
35356	ENSG00000079739	PGM1
35357	ENSG00000251482	AKIRIN2P1
35358	ENSG00000263171	
35359	ENSG00000251200	
35360	ENSG00000174282	ZBTB4
35361	ENSG00000250042	LINC02514
35362	ENSG00000250252	LINC02430
35363	ENSG00000038002	AGA
35364	ENSG00000167774	
35365	ENSG00000273972	
35366	ENSG00000267855	NDUFA7
35367	ENSG00000259465	AHCYP7
35368	ENSG00000262500	MAPK8IP1P1
35369	ENSG00000262539	
35370	ENSG00000288643	
35371	ENSG00000265411	RN7SL656P
35372	ENSG00000260075	NSFP1
35373	ENSG00000205089	CCNI2
35374	ENSG00000280132	
35375	ENSG00000138592	USP8
35376	ENSG00000187678	SPRY4
35377	ENSG00000140682	TGFB1I1
35378	ENSG00000266497	RDM1P2
35379	ENSG00000196670	ZFP62
35380	ENSG00000265315	RN7SL199P
35381	ENSG00000232300	FAM215B
35382	ENSG00000263934	SNORD3A
35383	ENSG00000137203	TFAP2A
35384	ENSG00000264940	SNORD3C
35385	ENSG00000236022	
35386	ENSG00000117154	IGSF21
35387	ENSG00000263206	KYNUP3
35388	ENSG00000281856	
35389	ENSG00000235397	EPN2-AS1
35390	ENSG00000233927	RPS28
35391	ENSG00000221540	MIR1180
35392	ENSG00000286799	
35393	ENSG00000287932	
35394	ENSG00000236460	SNX2P2
35395	ENSG00000166484	MAPK7
35396	ENSG00000243144	LINC02932
35397	ENSG00000131446	MGAT1
35398	ENSG00000250829	
35399	ENSG00000250547	
35400	ENSG00000206611	SNORD24
35401	ENSG00000200831	SNORD36B
35402	ENSG00000199744	SNORD36A
35403	ENSG00000252542	SNORD36C
35404	ENSG00000250910	MAP9-AS1
35405	ENSG00000148290	SURF1
35406	ENSG00000162377	COA7
35407	ENSG00000213744	RPS10P14
35408	ENSG00000231556	RSL24D1P3
35409	ENSG00000224613	RNPC3-DT
35410	ENSG00000257940	
35411	ENSG00000239648	MTND1P3
35412	ENSG00000268884	
35413	ENSG00000257603	
35414	ENSG00000258115	
35415	ENSG00000226624	
35416	ENSG00000128590	DNAJB9
35417	ENSG00000167772	ANGPTL4
35418	ENSG00000215871	
35419	ENSG00000287372	
35420	ENSG00000111144	LTA4H
35421	ENSG00000232542	DPYD-IT1
35422	ENSG00000116774	OLFML3
35423	ENSG00000275905	
35424	ENSG00000287289	
35425	ENSG00000254146	HMGB1P46
35426	ENSG00000287208	
35427	ENSG00000286766	
35428	ENSG00000242635	RPS14P7
35429	ENSG00000184489	PTP4A3
35430	ENSG00000248913	PHB1P14
35431	ENSG00000250475	RPL6P11
35432	ENSG00000174697	LEP
35433	ENSG00000119915	ELOVL3
35434	ENSG00000164031	DNAJB14
35435	ENSG00000148291	SURF2
35436	ENSG00000287756	
35437	ENSG00000284652	
35438	ENSG00000153140	CETN3
35439	ENSG00000230520	
35440	ENSG00000023909	GCLM
35441	ENSG00000107859	PITX3
35442	ENSG00000230682	GRPEL2P3
35443	ENSG00000214415	GNAT3
35444	ENSG00000228816	AK3P5
35445	ENSG00000234163	MTND4LP11
35446	ENSG00000229878	
35447	ENSG00000235962	RPL7AP53
35448	ENSG00000234182	
35449	ENSG00000287325	
35450	ENSG00000170786	SDR16C5
35451	ENSG00000287560	
35452	ENSG00000148248	SURF4
35453	ENSG00000273001	PFKP-DT
35454	ENSG00000278419	
35455	ENSG00000237399	PITRM1-AS1
35456	ENSG00000102096	PIM2
35457	ENSG00000069702	TGFBR3
35458	ENSG00000236968	
35459	ENSG00000273489	
35460	ENSG00000227338	
35461	ENSG00000287428	
35462	ENSG00000248315	MTND4LP2
35463	ENSG00000233805	
35464	ENSG00000252252	RNU6-687P
35465	ENSG00000234173	
35466	ENSG00000237896	
35467	ENSG00000224697	NEFMP1
35468	ENSG00000221594	MIR548F1
35469	ENSG00000236744	
35470	ENSG00000287186	
35471	ENSG00000223800	
35472	ENSG00000265390	MIR4999
35473	ENSG00000068308	OTUD5
35474	ENSG00000225572	DOCK4-AS1
35475	ENSG00000228048	
35476	ENSG00000185236	RAB11B
35477	ENSG00000175305	CCNE2
35478	ENSG00000236993	GAPDHP21
35479	ENSG00000270541	
35480	ENSG00000225308	ASS1P11
35481	ENSG00000182132	KCNIP1
35482	ENSG00000107959	PITRM1
35483	ENSG00000183444	OR7E38P
35484	ENSG00000186676	EEF1GP1
35485	ENSG00000166482	MFAP4
35486	ENSG00000239718	HLTF-AS1
35487	ENSG00000201031	Y_RNA
35488	ENSG00000240511	MED28P2
35489	ENSG00000179562	GCC1
35490	ENSG00000257270	
35491	ENSG00000163755	HPS3
35492	ENSG00000145431	PDGFC
35493	ENSG00000182809	CRIP2
35494	ENSG00000254460	
35495	ENSG00000255326	
35496	ENSG00000255434	
35497	ENSG00000254630	
35498	ENSG00000255280	
35499	ENSG00000268931	
35500	ENSG00000279827	
35501	ENSG00000186522	SEPTIN10
35502	ENSG00000166391	MOGAT2
35503	ENSG00000197183	NOL4L
35504	ENSG00000112782	CLIC5
35505	ENSG00000279078	SND1-IT1
35506	ENSG00000205174	LINC02903
35507	ENSG00000099783	HNRNPM
35508	ENSG00000225358	MIPEPP1
35509	ENSG00000234387	
35510	ENSG00000213483	NDUFAF4P2
35511	ENSG00000106013	ANKRD7
35512	ENSG00000263993	RN7SL786P
35513	ENSG00000247867	DGAT2-DT
35514	ENSG00000254826	
35515	ENSG00000254814	
35516	ENSG00000200256	Y_RNA
35517	ENSG00000199362	Y_RNA
35518	ENSG00000287349	
35519	ENSG00000249943	
35520	ENSG00000248637	
35521	ENSG00000286720	
35522	ENSG00000149257	SERPINH1
35523	ENSG00000236772	
35524	ENSG00000279155	
35525	ENSG00000286311	
35526	ENSG00000223309	RNU6-722P
35527	ENSG00000278880	
35528	ENSG00000248694	
35529	ENSG00000277301	
35530	ENSG00000102057	KCND1
35531	ENSG00000250997	
35532	ENSG00000270265	
35533	ENSG00000248880	ICE2P1
35534	ENSG00000196562	SULF2
35535	ENSG00000248601	
35536	ENSG00000091128	LAMB4
35537	ENSG00000275387	
35538	ENSG00000221750	SNORA11G
35539	ENSG00000242049	DNAJB8-AS1
35540	ENSG00000244300	GATA2-AS1
35541	ENSG00000067445	TRO
35542	ENSG00000171509	RXFP1
35543	ENSG00000232185	CNOT7P2
35544	ENSG00000230489	VAV3-AS1
35545	ENSG00000198870	STKLD1
35546	ENSG00000074527	NTN4
35547	ENSG00000239405	TMED10P2
35548	ENSG00000228399	
35549	ENSG00000236776	RPL21P23
35550	ENSG00000224685	RPL36AP12
35551	ENSG00000287076	
35552	ENSG00000286806	
35553	ENSG00000237480	
35554	ENSG00000163902	RPN1
35555	ENSG00000287196	
35556	ENSG00000176269	OR4F21
35557	ENSG00000180053	NKX2-6
35558	ENSG00000128482	RNF112
35559	ENSG00000180190	TDRP
35560	ENSG00000113282	CLINT1
35561	ENSG00000271252	
35562	ENSG00000147650	LRP12
35563	ENSG00000230427	ALG14-AS1
35564	ENSG00000148300	REXO4
35565	ENSG00000235794	MTND3P21
35566	ENSG00000286758	
35567	ENSG00000237337	ELAVL4-AS1
35568	ENSG00000233983	
35569	ENSG00000198198	SZT2
35570	ENSG00000253854	
35571	ENSG00000265126	
35572	ENSG00000253722	
35573	ENSG00000279331	RBM12B-AS1
35574	ENSG00000235979	
35575	ENSG00000253848	RBM12B-DT
35576	ENSG00000253931	LINC02990
35577	ENSG00000140675	SLC5A2
35578	ENSG00000254338	MAFA-AS1
35579	ENSG00000130589	HELZ2
35580	ENSG00000236651	DLX2-DT
35581	ENSG00000182759	MAFA
35582	ENSG00000014164	ZC3H3
35583	ENSG00000172878	METAP1D
35584	ENSG00000227078	LINC02094
